,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
ecfp,1.0,0.6059085712184687,0.6320101730095874,0.6439767920875258,0.7342059314512746,0.6364707613735416,0.5065738793014821,0.6818585492405207,0.7733997596955169,0.6079193086117376,0.5928436442776545,0.5127042854505001,0.6800701098760578,0.5975432109889147,0.6757284068530632,0.7337088449975087,0.7353734695674475,0.6506963257890718,0.18535435483693907,0.2199528037786079
avalon,0.6059085712184687,1.0,0.5867809153304274,0.5240985041946674,0.561888759688598,0.5917623482663883,0.4694280201374534,0.6639139906131541,0.6247503719228952,0.44811501640504,0.5457775490074969,0.47403821031836674,0.5534999700392025,0.42976063844620654,0.6107507349102489,0.6360831038469761,0.5429141430730073,0.4954862848593177,0.11292887215395443,0.17517266858170583
tt,0.6320101730095874,0.5867809153304274,1.0,0.44252744901234037,0.5730353162368051,0.5597349301036666,0.4077402084748651,0.6563301463965272,0.6492687121450665,0.44104925092580166,0.4770397596785336,0.4184740840979498,0.5399592429612053,0.3720085351843871,0.659886269011833,0.6913183892278407,0.6366636796134284,0.5267427448847943,0.13424040622162836,0.18361347036875716
maccs,0.6439767920875258,0.5240985041946674,0.4425274490123404,1.0,0.6226632800209125,0.5489755311012624,0.6516396338812779,0.5568416825153168,0.6069280505069932,0.6896882298726492,0.659997425131255,0.6445282233798916,0.6741474706656697,0.6927610706889675,0.6658075972702059,0.6670209790004581,0.5539158618648529,0.6058874407626824,0.25908951139850234,0.29515216049427206
fcfp,0.7342059314512746,0.561888759688598,0.5730353162368053,0.6226632800209126,1.0,0.5911531786608695,0.4885382998532785,0.7627589711165679,0.8916075633397996,0.6493936356658249,0.7347209533306017,0.6396109618560546,0.7204473321318857,0.6991700516994361,0.589125216316271,0.6739357619579062,0.6382484898108531,0.6127507087929486,0.20264047873844912,0.23084327454796502
ap,0.6364707613735416,0.5917623482663883,0.5597349301036666,0.5489755311012624,0.5911531786608696,1.0,0.38418042289917814,0.6789405138365406,0.6057319268087384,0.4663970578449608,0.5215577063115809,0.5175176482713043,0.5308563804352708,0.5665712515266831,0.5267618314673304,0.6129489670351203,0.5945640725841529,0.5357216659942828,0.1628676948077124,0.1886448109020708
rdkit,0.5065738793014822,0.46942802013745344,0.40774020847486503,0.6516396338812779,0.4885382998532785,0.38418042289917814,0.9999999999999998,0.3973226792965211,0.44540194719580933,0.5982409619537348,0.6556885567234526,0.43070961723712786,0.5318956767416592,0.5343602003120503,0.7060075569462707,0.6446645344078686,0.4625319044560739,0.32911795772703034,0.28684136548891914,0.29830077373132274
map4,0.6818585492405207,0.6639139906131541,0.6563301463965272,0.5568416825153168,0.762758971116568,0.6789405138365406,0.39732267929652115,1.0,0.8533903648307707,0.48020177498099326,0.6759941622734453,0.650623448816268,0.7187112543771896,0.5155892084544711,0.6603633115643286,0.7433892038212098,0.6883789027488058,0.6104020813068358,0.1411795559099902,0.18105340932008165
mhfp,0.773399759695517,0.6247503719228952,0.6492687121450665,0.6069280505069932,0.8916075633397997,0.6057319268087384,0.44540194719580933,0.8533903648307707,1.0,0.6209005545798748,0.7181063066453126,0.663805298931131,0.7578590268095786,0.6364693121524246,0.6433670192307793,0.7324761814184008,0.7141721926359703,0.6829012028349724,0.14030684994621256,0.19316531809921056
pubchem,0.6079193086117376,0.4481150164050401,0.44104925092580166,0.6896882298726492,0.6493936356658248,0.4663970578449608,0.5982409619537348,0.48020177498099326,0.6209005545798748,1.0,0.7011804624108519,0.35544229884827394,0.5698538922380586,0.5925096457787717,0.5421094617467316,0.591693017422639,0.5004705810071968,0.6221066103726105,0.246444091796733,0.2746537172183337
daylight,0.5928436442776546,0.5457775490074969,0.4770397596785336,0.659997425131255,0.7347209533306017,0.5215577063115809,0.6556885567234526,0.6759941622734453,0.7181063066453127,0.7011804624108519,1.0,0.6571561289009646,0.6455044937407296,0.6699838657031159,0.5781921087915284,0.6382384625595338,0.5246536514355161,0.514264859465654,0.18413839417370187,0.20498093388836597
kr,0.5127042854505002,0.4740382103183667,0.41847408409794973,0.6445282233798917,0.6396109618560546,0.5175176482713043,0.43070961723712786,0.6506234488162679,0.6638052989311309,0.35544229884827394,0.6571561289009648,0.9999999999999998,0.6365966573206596,0.694843781120037,0.5285164994214898,0.5393740555229224,0.4494455550622019,0.45117608482942084,0.14160926451631864,0.22202994609706095
lingo,0.6800701098760578,0.5534999700392026,0.5399592429612052,0.6741474706656697,0.7204473321318857,0.5308563804352708,0.5318956767416592,0.7187112543771896,0.7578590268095786,0.5698538922380586,0.6455044937407297,0.6365966573206596,1.0,0.6047061165018698,0.6858473630831443,0.7183075703720396,0.6017766907948079,0.5629449791848691,0.2119390523710537,0.24883699238411525
estate,0.5975432109889147,0.4297606384462066,0.37200853518438715,0.6927610706889674,0.699170051699436,0.566571251526683,0.5343602003120503,0.5155892084544711,0.6364693121524246,0.5925096457787717,0.6699838657031159,0.6948437811200371,0.6047061165018698,1.0,0.4894673563864017,0.5240215815147541,0.4673601551159537,0.43128609645226035,0.17314238926182984,0.21311182736407827
