,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
ecfp,1.0,0.6083254416006108,0.6309365930728947,0.6428757192255569,0.7377665787730578,0.6363332830141147,0.5050208462690823,0.6848645678893042,0.777107584587572,0.6074800372894781,0.5918143503978115,0.517368576841075,0.6826306395919001,0.5962408468722636,0.6801012635915784,0.7364938669381177,0.737814040109204,0.6573690741363254,0.2020329345966824,0.23285945690849819
avalon,0.6083254416006108,1.0,0.5840120006335582,0.5259980444599821,0.5655686770059127,0.5912065638126238,0.4718564550051623,0.6644626215334717,0.6262213332974209,0.44830255504258537,0.5486845242307945,0.4780260835025298,0.5582890799202194,0.43106730844187485,0.6100005635148001,0.6342416366978597,0.541327653710952,0.4994712744161331,0.11658712834736806,0.1785822100841459
tt,0.6309365930728948,0.5840120006335582,0.9999999999999998,0.44019597627635837,0.5736950488708413,0.5583655102186782,0.40799618106659463,0.65916188906724,0.6495895152771283,0.433871045650675,0.47573018638371,0.42344420959988277,0.5417621500076655,0.37086741773868664,0.6669148756176857,0.695797535749412,0.6356810818237475,0.5272294822450347,0.14019458971923918,0.1876454119265192
maccs,0.6428757192255569,0.5259980444599821,0.44019597627635837,1.0,0.62080563465329,0.5426282369347516,0.6535152222534857,0.5549490590855453,0.6053762773564314,0.6951137215006933,0.6593489456195398,0.6437546927225818,0.6795035253638044,0.6899339069490389,0.6638293091014335,0.6656098786953978,0.5499067111297257,0.6114776595714507,0.27741025494827715,0.30952504353414617
fcfp,0.737766578773058,0.5655686770059127,0.5736950488708413,0.6208056346532901,1.0,0.5926983224713923,0.48320043204811935,0.7644104714598178,0.8905998602058603,0.6474210263589663,0.7322999954844699,0.640068147674821,0.7221518385583329,0.6985503189680049,0.592005922041539,0.6753465196403271,0.6407644309026029,0.6204567641412397,0.22024773291345145,0.24116684500801228
ap,0.6363332830141148,0.5912065638126239,0.5583655102186782,0.5426282369347516,0.5926983224713923,0.9999999999999998,0.3827488359529784,0.676858612972608,0.608595217571292,0.4657068981887059,0.5226416134061815,0.5157552854599075,0.5342954007519481,0.5648172683882577,0.5252051096879939,0.6100741512966762,0.5904684922143805,0.5364666215362103,0.1774624585973371,0.1982666671898149
rdkit,0.5050208462690823,0.4718564550051623,0.4079961810665946,0.6535152222534857,0.4832004320481193,0.3827488359529783,1.0,0.3950659290632521,0.4391281307742533,0.5959963466001147,0.6551560881816959,0.43604346774288677,0.5323975708450669,0.5295107116369512,0.7020825310263142,0.641452522617626,0.45509293434733133,0.33981256623142797,0.30140187625087916,0.3116639504809602
map4,0.6848645678893042,0.6644626215334716,0.65916188906724,0.5549490590855451,0.7644104714598177,0.676858612972608,0.3950659290632521,1.0,0.8535795637384118,0.47830207527479557,0.6756201487725536,0.6524364006399602,0.7215499490161513,0.5179369022621265,0.6637681247455546,0.7458080561188156,0.6875779775375722,0.6122989268978195,0.14712892776829967,0.18244606525831553
mhfp,0.7771075845875721,0.6262213332974209,0.6495895152771283,0.6053762773564314,0.8905998602058602,0.608595217571292,0.4391281307742533,0.8535795637384119,1.0,0.6178275689734064,0.7141582388560913,0.6662485400936121,0.757805141612392,0.6374968334974972,0.6450937070258308,0.7324623680422886,0.7163400457753328,0.6896341263113154,0.15386031188709998,0.19834487243077076
pubchem,0.6074800372894781,0.4483025550425854,0.43387104565067497,0.6951137215006933,0.6474210263589663,0.4657068981887059,0.5959963466001147,0.47830207527479557,0.6178275689734063,0.9999999999999998,0.6975493956936226,0.3647211673842726,0.5683746687443061,0.5982049691829626,0.540259173967445,0.5870210075135276,0.49813630139972465,0.623757501331837,0.26756511176810144,0.29142577825175775
daylight,0.5918143503978115,0.5486845242307945,0.47573018638371,0.6593489456195398,0.7322999954844698,0.5226416134061815,0.6551560881816959,0.6756201487725536,0.7141582388560914,0.6975493956936226,1.0,0.66549196854136,0.6500364224528413,0.6716429748695231,0.5757129506792069,0.63396764372554,0.5226631163925535,0.5194436683612482,0.19953791789620642,0.2162529947123772
kr,0.517368576841075,0.47802608350252973,0.42344420959988277,0.6437546927225818,0.640068147674821,0.5157552854599073,0.4360434677428868,0.6524364006399602,0.666248540093612,0.3647211673842726,0.66549196854136,0.9999999999999998,0.6478431709281867,0.694768879457486,0.5333784093037993,0.5451064000643912,0.4517918524386301,0.45995289816468354,0.1583667374101269,0.23112489332127337
lingo,0.6826306395919001,0.5582890799202194,0.5417621500076655,0.6795035253638044,0.7221518385583329,0.5342954007519481,0.5323975708450669,0.7215499490161513,0.7578051416123921,0.568374668744306,0.6500364224528413,0.6478431709281867,0.9999999999999999,0.6119136642969957,0.689418111684014,0.7204878972008204,0.6009079309616694,0.5677611396261182,0.22363719039876687,0.2551512230194298
estate,0.5962408468722638,0.43106730844187485,0.3708674177386867,0.6899339069490388,0.6985503189680049,0.5648172683882577,0.5295107116369512,0.5179369022621266,0.6374968334974972,0.5982049691829626,0.6716429748695232,0.694768879457486,0.6119136642969956,1.0,0.4881770121990943,0.5229569515582912,0.46487185572994383,0.4399130425551954,0.2049083165757358,0.23824115798869408
dfs,0.6801012635915784,0.6100005635148001,0.6669148756176857,0.6638293091014335,0.592005922041539,0.5252051096879939,0.7020825310263141,0.6637681247455546,0.6450937070258307,0.540259173967445,0.5757129506792069,0.5333784093037992,0.689418111684014,0.4881770121990943,0.9999999999999999,0.9258348385961895,0.7176685654509277,0.563463001993467,0.27672042965821886,0.3186818942546013
asp,0.7364938669381178,0.6342416366978597,0.695797535749412,0.6656098786953978,0.6753465196403272,0.6100741512966761,0.641452522617626,0.7458080561188156,0.7324623680422887,0.5870210075135275,0.6339676437255399,0.545106400064391,0.7204878972008205,0.5229569515582914,0.9258348385961895,0.9999999999999999,0.7739126133122923,0.6284677959200985,0.26545615636724224,0.2891293937119921
lstar,0.737814040109204,0.5413276537109522,0.6356810818237475,0.5499067111297257,0.6407644309026029,0.5904684922143805,0.45509293434733133,0.6875779775375721,0.716340045775333,0.49813630139972465,0.5226631163925535,0.4517918524386301,0.6009079309616694,0.4648718557299439,0.7176685654509277,0.7739126133122923,1.0,0.6605774051824433,0.20854981473543982,0.2187273691574508
rad2d,0.6573690741363255,0.49947127441613315,0.5272294822450347,0.6114776595714507,0.6204567641412397,0.5364666215362103,0.3398125662314279,0.6122989268978195,0.6896341263113154,0.623757501331837,0.5194436683612482,0.4599528981646836,0.5677611396261183,0.4399130425551954,0.563463001993467,0.6284677959200985,0.6605774051824432,1.0,0.26538468489795836,0.3184094781123748
ph2,0.2020329345966824,0.11658712834736808,0.14019458971923918,0.27741025494827715,0.22024773291345148,0.1774624585973371,0.30140187625087916,0.14712892776829967,0.1538603118871,0.26756511176810144,0.19953791789620642,0.1583667374101269,0.22363719039876687,0.20490831657573583,0.27672042965821886,0.2654561563672423,0.2085498147354398,0.26538468489795836,1.0,0.7961623067848455
ph3,0.23285945690849819,0.1785822100841459,0.1876454119265192,0.3095250435341461,0.24116684500801228,0.19826666718981487,0.3116639504809602,0.1824460652583155,0.19834487243077076,0.29142577825175775,0.21625299471237722,0.23112489332127334,0.25515122301942983,0.23824115798869405,0.3186818942546013,0.28912939371199214,0.21872736915745083,0.3184094781123748,0.7961623067848456,1.0
