,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
ecfp,1.0,0.6113843916914985,0.634599700978347,0.6421917566720199,0.7364511260988138,0.6389302401545894,0.5106993260449572,0.6827482069383318,0.7760137666629124,0.6082492326939184,0.5880009010436673,0.5124513067025395,0.6806353332392265,0.5951276065116277,0.6786203828512039,0.735456403871867,0.7361410968734374,0.6555728227323687,0.19813164319242704,0.22914188627820303
avalon,0.6113843916914985,1.0,0.5892774719170077,0.5246423861758639,0.5641364096405135,0.5933059595665223,0.47456679605883023,0.6659788891505176,0.6274216533185049,0.4469898686742319,0.5469714422951079,0.4777755209018851,0.5569034696293506,0.43450467224953593,0.6131533592184261,0.6379550134778654,0.5458394759574735,0.49794311941694264,0.12011251716554375,0.1841349643452492
tt,0.6345997009783468,0.5892774719170077,1.0,0.44106988222259935,0.5780205442903578,0.5622629046853499,0.40844144523760606,0.6605897730683645,0.65441318526046,0.4379435875859074,0.474110897059218,0.4212669800653389,0.5408154558956526,0.3729724750887655,0.6643421987818116,0.6942113887495645,0.6401577000321722,0.5349817199043517,0.13675934625504937,0.18593869337673566
maccs,0.6421917566720199,0.524642386175864,0.4410698822225993,1.0,0.6252282305692263,0.5417466695971854,0.6501016166579539,0.5561963367326499,0.6098588168957445,0.6933699407418278,0.6598064842974513,0.6477215797557879,0.6761301936154795,0.6937173091531932,0.6629216936065067,0.6648722099154464,0.5506883856345124,0.6118056434782864,0.2607339351732522,0.3004652859127649
fcfp,0.7364511260988137,0.5641364096405135,0.5780205442903578,0.6252282305692263,1.0,0.5929458314877809,0.4920306864494479,0.7619693887353448,0.8919291351521608,0.6530430103591244,0.7320548764244202,0.642064820072376,0.7210671955741234,0.6999736637991385,0.5944593588993695,0.6788352795520507,0.6413363140848533,0.6227559595660961,0.2159595308829809,0.24028533022872048
ap,0.6389302401545893,0.5933059595665222,0.5622629046853499,0.5417466695971854,0.592945831487781,0.9999999999999998,0.38678398317721996,0.6768169638051452,0.6082371324754948,0.4701177493569779,0.519297409524369,0.5135269858925455,0.5306246022278226,0.5664094637303373,0.525442431007973,0.6110345142896014,0.5935944161028682,0.5433418435621612,0.18382081920459636,0.20673545167369733
rdkit,0.5106993260449572,0.47456679605883023,0.40844144523760606,0.6501016166579539,0.4920306864494479,0.38678398317721996,1.0,0.40219242573569397,0.45040581191748985,0.5982290103707482,0.6554972572314844,0.44079323484709504,0.5382743507221195,0.5403872169634784,0.7068463033805142,0.6492385596962701,0.4594229127457183,0.33903940177994785,0.28848335650936324,0.2975117811505979
map4,0.6827482069383318,0.6659788891505176,0.6605897730683644,0.5561963367326499,0.7619693887353448,0.6768169638051452,0.40219242573569397,1.0,0.852296153959668,0.4784727415222136,0.6750446051715316,0.65419721631491,0.7205032791566824,0.5162691867464976,0.6630191931892496,0.7449432463067531,0.6900355369407433,0.6125658548463799,0.1451803353770274,0.18516982799216897
mhfp,0.7760137666629126,0.6274216533185049,0.65441318526046,0.6098588168957445,0.8919291351521608,0.6082371324754948,0.4504058119174899,0.8522961539596678,1.0,0.6239997329635757,0.716763503964454,0.664984544070456,0.7575352994947816,0.6368177957644835,0.6474694193748669,0.7354554149459174,0.7181566544679842,0.6899518700326536,0.15299798249208377,0.20187603730159762
pubchem,0.6082492326939184,0.44698986867423196,0.4379435875859074,0.6933699407418278,0.6530430103591244,0.4701177493569779,0.598229010370748,0.4784727415222136,0.6239997329635757,1.0,0.6971771634464796,0.368130756493663,0.57044022690924,0.6054559844015195,0.5410128669627293,0.5896159045987538,0.4994121290498254,0.6226558802039627,0.2542981899146617,0.28027469922897585
daylight,0.5880009010436672,0.5469714422951079,0.47411089705921794,0.6598064842974513,0.7320548764244202,0.519297409524369,0.6554972572314843,0.6750446051715316,0.716763503964454,0.6971771634464796,1.0,0.6674315124279938,0.647742430926036,0.6753665095560096,0.5719187089609019,0.6327961020476031,0.5197733827004061,0.5175166221509558,0.18923876800115755,0.208331860369795
kr,0.5124513067025394,0.477775520901885,0.4212669800653389,0.6477215797557879,0.642064820072376,0.5135269858925455,0.4407932348470951,0.65419721631491,0.664984544070456,0.368130756493663,0.6674315124279937,1.0,0.6450365146565313,0.6955964898251555,0.5298148240252514,0.5428826238895191,0.448907057298647,0.4613338605465644,0.15313785790852694,0.23084361961864247
lingo,0.6806353332392265,0.5569034696293506,0.5408154558956526,0.6761301936154795,0.7210671955741234,0.5306246022278226,0.5382743507221195,0.7205032791566824,0.7575352994947816,0.57044022690924,0.6477424309260361,0.6450365146565313,1.0,0.6104305447073588,0.6888586787908566,0.7198912016376712,0.5986724421639602,0.5650809501504235,0.21824789401873693,0.252446956666921
estate,0.5951276065116277,0.434504672249536,0.3729724750887655,0.6937173091531933,0.6999736637991385,0.5664094637303373,0.5403872169634784,0.5162691867464976,0.6368177957644835,0.6054559844015196,0.6753665095560096,0.6955964898251555,0.6104305447073588,1.0,0.4918635986068489,0.5270747110753026,0.46348188466293827,0.4439225373034358,0.20200567114231685,0.2363428097287777
dfs,0.6786203828512039,0.6131533592184261,0.6643421987818114,0.6629216936065067,0.5944593588993695,0.525442431007973,0.7068463033805142,0.6630191931892496,0.6474694193748669,0.5410128669627293,0.5719187089609018,0.5298148240252513,0.6888586787908566,0.49186359860684886,1.0,0.9247519218983301,0.7200794363284475,0.5657409598759775,0.2697405653695865,0.31144438424111237
asp,0.7354564038718671,0.6379550134778653,0.6942113887495645,0.6648722099154464,0.6788352795520506,0.6110345142896014,0.6492385596962701,0.7449432463067532,0.7354554149459174,0.5896159045987538,0.6327961020476031,0.542882623889519,0.7198912016376712,0.5270747110753027,0.9247519218983302,1.0,0.7763394247865983,0.6298687807379181,0.25972989835906585,0.2837915170054311
lstar,0.7361410968734375,0.5458394759574735,0.6401577000321721,0.5506883856345125,0.6413363140848533,0.5935944161028682,0.4594229127457183,0.6900355369407433,0.7181566544679842,0.4994121290498254,0.5197733827004061,0.44890705729864705,0.5986724421639602,0.46348188466293827,0.7200794363284474,0.7763394247865985,0.9999999999999999,0.663086330639265,0.2078272096042248,0.2186453496629076
rad2d,0.6555728227323688,0.4979431194169426,0.5349817199043517,0.6118056434782864,0.6227559595660961,0.5433418435621612,0.3390394017799479,0.6125658548463799,0.6899518700326536,0.6226558802039627,0.5175166221509558,0.4613338605465644,0.5650809501504235,0.4439225373034357,0.5657409598759774,0.6298687807379182,0.663086330639265,1.0,0.26300477102833053,0.32157046005493395
ph2,0.19813164319242704,0.12011251716554373,0.13675934625504935,0.2607339351732522,0.21595953088298092,0.1838208192045964,0.28848335650936324,0.14518033537702738,0.15299798249208377,0.2542981899146617,0.18923876800115755,0.1531378579085269,0.21824789401873693,0.20200567114231688,0.2697405653695865,0.25972989835906585,0.20782720960422477,0.26300477102833053,1.0,0.7859456015193454
ph3,0.22914188627820306,0.18413496434524917,0.18593869337673566,0.30046528591276483,0.24028533022872048,0.20673545167369733,0.29751178115059795,0.18516982799216894,0.2018760373015976,0.28027469922897585,0.20833186036979504,0.23084361961864247,0.252446956666921,0.23634280972877766,0.31144438424111237,0.2837915170054311,0.2186453496629076,0.3215704600549339,0.7859456015193454,0.9999999999999998
