,ap,tt,avalon,ap_c,tt_c,avalon_c
ap,0.9999999999999999,0.5935834229439741,0.6235002824533027,0.7531251553655429,0.5033879885577033,0.4786889151005406
tt,0.5935834229439743,1.0,0.45332531072719295,0.47450962572169153,0.7798964590246039,0.5432757193717505
avalon,0.6235002824533027,0.45332531072719295,1.0,0.422556376963349,0.40845196569591663,0.6280165742508752
ap_c,0.7531251553655429,0.47450962572169164,0.422556376963349,0.9999999999999998,0.551190604879686,0.5836663412685532
tt_c,0.5033879885577034,0.7798964590246039,0.40845196569591663,0.551190604879686,1.0,0.577836251141873
avalon_c,0.47868891510054057,0.5432757193717505,0.6280165742508752,0.5836663412685532,0.577836251141873,0.9999999999999998
