,ap,tt,avalon,ap_c,tt_c,avalon_c
ap,1.0,0.5943333008249257,0.6246587390335072,0.7502008722885711,0.504279329973081,0.481167492682819
tt,0.5943333008249256,1.0,0.4529400183433395,0.48226319415869906,0.7844871566177858,0.5508948434773401
avalon,0.6246587390335072,0.4529400183433395,1.0,0.41692995803028754,0.40411807594225635,0.6232688408411858
ap_c,0.7502008722885711,0.4822631941586991,0.41692995803028754,0.9999999999999998,0.5622629046853499,0.5933059595665222
tt_c,0.504279329973081,0.7844871566177858,0.40411807594225635,0.5622629046853499,1.0,0.5892774719170077
avalon_c,0.48116749268281905,0.5508948434773401,0.6232688408411858,0.5933059595665223,0.5892774719170077,1.0
