,ap,tt,avalon,ap_c,tt_c,avalon_c
ap,1.0,0.5976469144782665,0.6279580176068712,0.7484238633818295,0.5054362937880028,0.4824468624547608
tt,0.5976469144782665,1.0,0.4665704238790698,0.4753149685678862,0.7835007322054973,0.5497125069546094
avalon,0.6279580176068712,0.4665704238790698,1.0,0.4218268969030467,0.4173245520336737,0.6293724429976051
ap_c,0.7484238633818295,0.4753149685678862,0.4218268969030467,1.0,0.5520680710727702,0.5866433368897696
tt_c,0.5054362937880028,0.7835007322054973,0.41732455203367375,0.5520680710727702,1.0,0.5806083938925756
avalon_c,0.48244686245476076,0.5497125069546094,0.6293724429976051,0.5866433368897694,0.5806083938925756,1.0
