,ap,tt,avalon,ap_c,tt_c,avalon_c
ap,1.0,0.5935418533862229,0.6229682800385735,0.7514303421381178,0.5043374611579327,0.48146930370285185
tt,0.5935418533862229,1.0,0.455414537587284,0.4756393701769627,0.782178733587687,0.5469268454949233
avalon,0.6229682800385735,0.455414537587284,1.0,0.41863686553782153,0.40799066542680507,0.6283132204879232
ap_c,0.7514303421381178,0.4756393701769627,0.4186368655378216,1.0,0.5540022272434024,0.5876083424980361
tt_c,0.5043374611579327,0.782178733587687,0.40799066542680507,0.5540022272434023,1.0,0.5809517846403335
avalon_c,0.48146930370285185,0.5469268454949232,0.6283132204879232,0.5876083424980361,0.5809517846403335,1.0
