,ap,tt,avalon,ap_c,tt_c,avalon_c
ap,1.0,0.5952614360014955,0.6188708455185125,0.751635004624409,0.5061502865849754,0.48357022886286805
tt,0.5952614360014956,1.0,0.4560679408901587,0.4768282728479516,0.7828244365097734,0.5485263758869214
avalon,0.6188708455185125,0.45606794089015873,0.9999999999999999,0.41462276749811605,0.4066049081585713,0.6269284831198753
ap_c,0.751635004624409,0.47682827284795165,0.4146227674981161,1.0,0.5566703491088971,0.5878871436803268
tt_c,0.5061502865849754,0.7828244365097734,0.4066049081585713,0.5566703491088971,0.9999999999999998,0.5802159018111888
avalon_c,0.483570228862868,0.5485263758869214,0.6269284831198753,0.5878871436803268,0.5802159018111888,0.9999999999999998
