,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.294082,0.243527,0.23304900000000003,0.258021,0.296379,0.23194,0.29632300000000006,0.26744900000000005,0.253451,0.26089999999999997,0.264396,0.389657,0.290551,0.03163,0.06572100000000002,0.264481,0.24186999999999997,0.23933200000000002,0.29077200000000003
asp,0.294082,1.0,0.289775,0.296205,0.6251460000000001,0.413213,0.15049400000000002,0.37062900000000004,0.28355899999999995,0.301148,0.424678,0.23150600000000005,0.45069500000000007,0.428946,0.029144,0.084191,0.26355599999999996,0.356088,0.300517,0.437837
avalon,0.243527,0.289775,1.0,0.33474,0.30913199999999996,0.281351,0.198445,0.303642,0.28403,0.258485,0.239627,0.303517,0.309317,0.313341,0.022676,0.071982,0.33523100000000006,0.24415699999999996,0.377905,0.2853
daylight,0.23304900000000003,0.296205,0.33474,1.0,0.28689899999999996,0.27070800000000006,0.208729,0.331247,0.31195200000000006,0.24824000000000002,0.23115100000000002,0.240013,0.339896,0.32789300000000005,0.024153000000000004,0.06428300000000002,0.37080599999999997,0.23146599999999998,0.450322,0.25467799999999996
dfs,0.258021,0.6251460000000001,0.30913199999999996,0.28689899999999996,1.0,0.405067,0.146214,0.354004,0.26887900000000003,0.296727,0.42390100000000003,0.22755,0.403071,0.40728000000000003,0.025723000000000006,0.08346700000000001,0.261067,0.346389,0.30676900000000007,0.46457300000000007
ecfp,0.296379,0.413213,0.281351,0.27070800000000006,0.405067,1.0,0.183171,0.443173,0.304014,0.33939899999999995,0.47216400000000003,0.264459,0.45122399999999996,0.5271899999999999,0.027955,0.08161100000000002,0.27795699999999995,0.383119,0.273257,0.41141399999999995
estate,0.23194,0.15049400000000002,0.198445,0.208729,0.146214,0.183171,1.0,0.228573,0.20835699999999996,0.165936,0.14214300000000002,0.22119500000000003,0.186234,0.194424,0.019694000000000003,0.042651,0.23686300000000002,0.13910200000000003,0.184369,0.15968500000000002
fcfp,0.29632300000000006,0.37062900000000004,0.303642,0.331247,0.354004,0.443173,0.228573,1.0,0.361001,0.338487,0.372803,0.279453,0.503101,0.59905,0.03323,0.084647,0.3481,0.368918,0.323658,0.37512599999999996
kr,0.26744900000000005,0.28355899999999995,0.28403,0.31195200000000006,0.26887900000000003,0.304014,0.20835699999999996,0.361001,1.0,0.267727,0.26792999999999995,0.27861,0.369994,0.374672,0.029227,0.07109700000000001,0.34036900000000003,0.280418,0.32913600000000004,0.28987999999999997
lingo,0.253451,0.301148,0.258485,0.24824000000000002,0.296727,0.33939899999999995,0.165936,0.338487,0.267727,1.0,0.28834,0.24732599999999996,0.35877,0.356828,0.027088000000000004,0.074412,0.25606200000000007,0.277952,0.25414799999999993,0.292269
lstar,0.26089999999999997,0.424678,0.239627,0.23115100000000002,0.42390100000000003,0.47216400000000003,0.14214300000000002,0.372803,0.26792999999999995,0.28834,1.0,0.22774699999999998,0.40205100000000005,0.46479800000000004,0.028708000000000004,0.082364,0.237973,0.41474300000000003,0.23534000000000002,0.35643800000000003
maccs,0.264396,0.23150600000000005,0.303517,0.240013,0.22755,0.264459,0.22119500000000003,0.279453,0.27861,0.24732599999999996,0.22774699999999998,1.0,0.272092,0.271322,0.024528000000000005,0.060407,0.29391300000000004,0.258626,0.252013,0.23356300000000002
map4,0.389657,0.45069500000000007,0.309317,0.339896,0.403071,0.45122399999999996,0.186234,0.503101,0.369994,0.35877,0.40205100000000005,0.272092,1.0,0.580299,0.032923,0.08543900000000001,0.33718400000000004,0.383866,0.34031300000000003,0.39803299999999997
mhfp,0.290551,0.428946,0.313341,0.32789300000000005,0.40728000000000003,0.5271899999999999,0.194424,0.59905,0.374672,0.356828,0.46479800000000004,0.271322,0.580299,1.0,0.029940000000000005,0.08670000000000001,0.34258,0.43921800000000005,0.32860900000000004,0.407942
