,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.2968240000000001,0.246598,0.235748,0.26059599999999994,0.298993,0.23283,0.298541,0.26803699999999997,0.2577670000000001,0.26420699999999997,0.266789,0.394463,0.292094,0.032545000000000004,0.06741699999999999,0.26671300000000003,0.24702200000000002,0.241497,0.293068
asp,0.2968240000000001,1.0,0.294677,0.302717,0.627267,0.41503199999999996,0.152567,0.372764,0.28638199999999997,0.30431800000000003,0.42907,0.23297600000000002,0.451168,0.43037800000000004,0.031205000000000007,0.08576500000000001,0.26726200000000006,0.359292,0.30804699999999996,0.44137299999999996
avalon,0.246598,0.294677,1.0,0.339798,0.31311700000000003,0.28334599999999993,0.203992,0.309934,0.288379,0.263034,0.243577,0.30725700000000006,0.31377099999999997,0.31698699999999996,0.024302,0.073492,0.33811899999999995,0.25082,0.38225699999999996,0.287789
daylight,0.235748,0.302717,0.339798,1.0,0.29368500000000003,0.272703,0.209058,0.336117,0.31483599999999995,0.250529,0.237367,0.24295300000000003,0.34215,0.330226,0.025545,0.065489,0.373556,0.239562,0.45218,0.258889
dfs,0.26059599999999994,0.627267,0.31311700000000003,0.29368500000000003,1.0,0.405804,0.14829300000000004,0.355433,0.27272599999999997,0.29862900000000003,0.427468,0.22885100000000003,0.40375500000000003,0.408642,0.028539000000000005,0.08562700000000001,0.26308400000000004,0.34901299999999996,0.31542599999999993,0.46378700000000006
ecfp,0.298993,0.41503199999999996,0.28334599999999993,0.272703,0.405804,1.0,0.18396200000000001,0.441904,0.305201,0.343571,0.473696,0.263855,0.45136099999999996,0.527148,0.030453000000000004,0.08333600000000001,0.279205,0.386074,0.274554,0.40985699999999997
estate,0.23283,0.152567,0.203992,0.209058,0.14829300000000004,0.18396200000000001,1.0,0.231194,0.209781,0.17021800000000004,0.144071,0.22465,0.188427,0.196669,0.019679000000000002,0.043187,0.24038,0.14210000000000003,0.186817,0.16081199999999998
fcfp,0.298541,0.372764,0.309934,0.336117,0.355433,0.441904,0.231194,1.0,0.36421200000000004,0.34283900000000006,0.374303,0.28400499999999995,0.5023350000000001,0.600402,0.034932000000000005,0.087966,0.35267,0.374374,0.329149,0.374626
kr,0.26803699999999997,0.28638199999999997,0.288379,0.31483599999999995,0.27272599999999997,0.305201,0.209781,0.36421200000000004,1.0,0.27234100000000006,0.27203,0.282413,0.370927,0.376914,0.030613000000000005,0.07388800000000001,0.337134,0.28645899999999996,0.331367,0.291975
lingo,0.2577670000000001,0.30431800000000003,0.263034,0.250529,0.29862900000000003,0.343571,0.17021800000000004,0.34283900000000006,0.27234100000000006,1.0,0.294442,0.252551,0.362399,0.36043099999999995,0.028687999999999998,0.07578,0.261657,0.283896,0.25871000000000005,0.295818
lstar,0.26420699999999997,0.42907,0.243577,0.237367,0.427468,0.473696,0.144071,0.374303,0.27203,0.294442,1.0,0.230179,0.40583199999999997,0.468196,0.030306000000000007,0.08451600000000001,0.2419,0.41704500000000005,0.240498,0.35763399999999995
