,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.29450600000000005,0.24578000000000003,0.235636,0.25922699999999993,0.296443,0.235925,0.29883000000000004,0.26788,0.25469200000000003,0.262536,0.268666,0.39002400000000004,0.290463,0.03191,0.06711700000000001,0.26749599999999996,0.24201,0.24102300000000002,0.292541
asp,0.29450600000000005,1.0,0.295431,0.300997,0.6244660000000001,0.41193899999999994,0.150054,0.369602,0.284879,0.303045,0.42489000000000005,0.233778,0.44917000000000007,0.430055,0.030136000000000003,0.085276,0.266191,0.35747799999999996,0.306539,0.438251
avalon,0.24578000000000003,0.295431,1.0,0.34118200000000004,0.313903,0.28334299999999996,0.200595,0.30576800000000004,0.289945,0.26086600000000004,0.241208,0.306064,0.31255200000000005,0.3149,0.023964000000000003,0.074316,0.33921599999999996,0.248362,0.381913,0.28692399999999996
daylight,0.235636,0.300997,0.34118200000000004,1.0,0.29157,0.269165,0.20913299999999999,0.329606,0.31339799999999995,0.249629,0.234019,0.240387,0.339709,0.32716999999999996,0.024332000000000003,0.065696,0.37766900000000003,0.23586999999999997,0.45114,0.258172
dfs,0.25922699999999993,0.6244660000000001,0.313903,0.29157,1.0,0.402005,0.145562,0.35286300000000004,0.27137100000000003,0.29657100000000003,0.42305,0.229175,0.400887,0.407913,0.026557,0.08426800000000001,0.26297200000000004,0.34663,0.3144990000000001,0.46220500000000003
ecfp,0.296443,0.41193899999999994,0.28334299999999996,0.269165,0.402005,1.0,0.182441,0.441522,0.30397700000000005,0.34012,0.47045,0.26394200000000007,0.44909399999999994,0.5250239999999999,0.029158000000000003,0.08211800000000002,0.2787820000000001,0.38112700000000005,0.272899,0.40808
estate,0.235925,0.150054,0.200595,0.20913299999999999,0.145562,0.182441,1.0,0.22869700000000004,0.206646,0.16627200000000003,0.142577,0.221877,0.185771,0.192552,0.019452,0.042475,0.23777799999999996,0.137773,0.185007,0.159117
fcfp,0.29883000000000004,0.369602,0.30576800000000004,0.329606,0.35286300000000004,0.441522,0.22869700000000004,1.0,0.362887,0.339977,0.372943,0.28463599999999994,0.5024390000000001,0.596094,0.032552,0.08473000000000001,0.351886,0.36823900000000004,0.32356599999999996,0.37684200000000007
kr,0.26788,0.284879,0.289945,0.31339799999999995,0.27137100000000003,0.30397700000000005,0.206646,0.362887,1.0,0.269225,0.26959,0.2825,0.370699,0.375247,0.029743000000000006,0.07323400000000001,0.34394600000000003,0.28250600000000003,0.328031,0.294396
lingo,0.25469200000000003,0.303045,0.26086600000000004,0.249629,0.29657100000000003,0.34012,0.16627200000000003,0.339977,0.269225,1.0,0.289867,0.24845199999999995,0.35959,0.358317,0.028183000000000003,0.07465600000000001,0.259102,0.27799,0.256694,0.29212
lstar,0.262536,0.42489000000000005,0.241208,0.234019,0.42305,0.47045,0.142577,0.372943,0.26959,0.289867,1.0,0.22917200000000001,0.40290599999999993,0.466049,0.029690000000000005,0.082283,0.24081800000000003,0.4137679999999999,0.237837,0.355376
maccs,0.268666,0.233778,0.306064,0.240387,0.229175,0.26394200000000007,0.221877,0.28463599999999994,0.2825,0.24845199999999995,0.22917200000000001,1.0,0.273977,0.27210700000000004,0.024870000000000003,0.062696,0.29747399999999996,0.26070099999999996,0.25253600000000004,0.23487400000000003
map4,0.39002400000000004,0.44917000000000007,0.31255200000000005,0.339709,0.400887,0.44909399999999994,0.185771,0.5024390000000001,0.370699,0.35959,0.40290599999999993,0.273977,1.0,0.5788570000000002,0.034239000000000006,0.086179,0.340304,0.386002,0.340237,0.39779499999999995
mhfp,0.290463,0.430055,0.3149,0.32716999999999996,0.407913,0.5250239999999999,0.192552,0.596094,0.375247,0.358317,0.466049,0.27210700000000004,0.5788570000000002,1.0,0.030505000000000008,0.087028,0.344048,0.440625,0.32763400000000004,0.40957899999999997
ph2,0.03191,0.030136000000000003,0.023964000000000003,0.024332000000000003,0.026557,0.029158000000000003,0.019452,0.032552,0.029743000000000006,0.028183000000000003,0.029690000000000005,0.024870000000000003,0.034239000000000006,0.030505000000000008,1.0,0.07138800000000001,0.026068,0.03015,0.024143,0.025437
ph3,0.06711700000000001,0.085276,0.074316,0.065696,0.08426800000000001,0.08211800000000002,0.042475,0.08473000000000001,0.07323400000000001,0.07465600000000001,0.082283,0.062696,0.086179,0.087028,0.07138800000000001,1.0,0.07108100000000002,0.08922000000000001,0.072639,0.074157
pubchem,0.26749599999999996,0.266191,0.33921599999999996,0.37766900000000003,0.26297200000000004,0.2787820000000001,0.23777799999999996,0.351886,0.34394600000000003,0.259102,0.24081800000000003,0.29747399999999996,0.340304,0.344048,0.026068,0.07108100000000002,1.0,0.27544300000000005,0.35653200000000007,0.272015
rad2d,0.24201,0.35747799999999996,0.248362,0.23586999999999997,0.34663,0.38112700000000005,0.137773,0.36823900000000004,0.28250600000000003,0.27799,0.4137679999999999,0.26070099999999996,0.386002,0.440625,0.03015,0.08922000000000001,0.27544300000000005,1.0,0.23888599999999996,0.321403
rdkit,0.24102300000000002,0.306539,0.381913,0.45114,0.3144990000000001,0.272899,0.185007,0.32356599999999996,0.328031,0.256694,0.237837,0.25253600000000004,0.340237,0.32763400000000004,0.024143,0.072639,0.35653200000000007,0.23888599999999996,1.0,0.28296899999999997
tt,0.292541,0.438251,0.28692399999999996,0.258172,0.46220500000000003,0.40808,0.159117,0.37684200000000007,0.294396,0.29212,0.355376,0.23487400000000003,0.39779499999999995,0.40957899999999997,0.025437,0.074157,0.272015,0.321403,0.28296899999999997,1.0
