,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.295278,0.24734,0.237331,0.26139,0.297738,0.23003400000000002,0.302533,0.27084700000000006,0.25818700000000006,0.264529,0.27075099999999996,0.392744,0.293102,0.031703,0.070094,0.26739000000000007,0.24772799999999998,0.24202800000000002,0.294625
asp,0.295278,1.0,0.29413,0.304525,0.628076,0.41237799999999997,0.149881,0.37345199999999995,0.286216,0.302775,0.42568999999999996,0.23487,0.450917,0.429674,0.030062000000000002,0.08767800000000002,0.266388,0.359922,0.305112,0.444097
avalon,0.24734,0.29413,1.0,0.33754300000000004,0.312857,0.283485,0.199318,0.30571000000000004,0.288012,0.261065,0.24266100000000002,0.309073,0.31079,0.31351899999999994,0.023610000000000003,0.075119,0.337395,0.250868,0.377895,0.28853899999999993
daylight,0.237331,0.304525,0.33754300000000004,1.0,0.29413799999999996,0.271925,0.20648300000000003,0.33207,0.31485,0.25033,0.23647900000000005,0.241931,0.341064,0.328546,0.025105000000000002,0.06798199999999999,0.375682,0.239986,0.45186800000000005,0.261778
dfs,0.26139,0.628076,0.312857,0.29413799999999996,1.0,0.40402,0.14608600000000002,0.35572499999999996,0.273291,0.29737199999999997,0.424116,0.231062,0.403138,0.40796600000000005,0.026916000000000002,0.08690000000000002,0.263125,0.35085500000000003,0.31165299999999996,0.46916
ecfp,0.297738,0.41237799999999997,0.283485,0.271925,0.40402,1.0,0.18035700000000002,0.442366,0.303611,0.34182599999999996,0.471174,0.263108,0.450204,0.525055,0.028423,0.08410400000000001,0.27666,0.38367999999999997,0.273625,0.40889000000000003
estate,0.23003400000000002,0.149881,0.199318,0.20648300000000003,0.14608600000000002,0.18035700000000002,1.0,0.227652,0.20819700000000002,0.165847,0.141474,0.223764,0.183545,0.192528,0.020437,0.044056,0.237317,0.13869,0.183738,0.159465
fcfp,0.302533,0.37345199999999995,0.30571000000000004,0.33207,0.35572499999999996,0.442366,0.227652,1.0,0.364294,0.34064099999999997,0.375022,0.283775,0.5021589999999999,0.59829,0.03274000000000001,0.08742300000000001,0.350277,0.372118,0.32709499999999997,0.37763100000000005
kr,0.27084700000000006,0.286216,0.288012,0.31485,0.273291,0.303611,0.20819700000000002,0.364294,1.0,0.27315100000000003,0.26979699999999995,0.28261800000000004,0.370995,0.375478,0.029424000000000002,0.07503000000000001,0.340009,0.28565100000000004,0.330054,0.29498800000000003
lingo,0.25818700000000006,0.302775,0.261065,0.25033,0.29737199999999997,0.34182599999999996,0.165847,0.34064099999999997,0.27315100000000003,1.0,0.290853,0.24976000000000004,0.361203,0.359494,0.027817,0.07709400000000001,0.259671,0.28037,0.257065,0.295604
lstar,0.264529,0.42568999999999996,0.24266100000000002,0.23647900000000005,0.424116,0.471174,0.141474,0.375022,0.26979699999999995,0.290853,1.0,0.228751,0.404909,0.467372,0.028564999999999997,0.085174,0.239887,0.41665100000000005,0.23941300000000001,0.35676499999999994
maccs,0.27075099999999996,0.23487,0.309073,0.241931,0.231062,0.263108,0.223764,0.283775,0.28261800000000004,0.24976000000000004,0.228751,1.0,0.274019,0.2714190000000001,0.024825,0.06421700000000001,0.298051,0.261965,0.253391,0.237002
map4,0.392744,0.450917,0.31079,0.341064,0.403138,0.450204,0.183545,0.5021589999999999,0.370995,0.361203,0.404909,0.274019,1.0,0.5766700000000001,0.034078000000000004,0.08852900000000002,0.336123,0.387955,0.340678,0.397852
mhfp,0.293102,0.429674,0.31351899999999994,0.328546,0.40796600000000005,0.525055,0.192528,0.59829,0.375478,0.359494,0.467372,0.2714190000000001,0.5766700000000001,1.0,0.030156000000000006,0.08955400000000001,0.341866,0.442882,0.32839399999999996,0.40885900000000003
ph2,0.031703,0.030062000000000002,0.023610000000000003,0.025105000000000002,0.026916000000000002,0.028423,0.020437,0.03274000000000001,0.029424000000000002,0.027817,0.028564999999999997,0.024825,0.034078000000000004,0.030156000000000006,1.0,0.05877,0.02555,0.030376000000000004,0.023968,0.025839000000000004
ph3,0.070094,0.08767800000000002,0.075119,0.06798199999999999,0.08690000000000002,0.08410400000000001,0.044056,0.08742300000000001,0.07503000000000001,0.07709400000000001,0.085174,0.06421700000000001,0.08852900000000002,0.08955400000000001,0.05877,1.0,0.071955,0.09022100000000001,0.07433900000000002,0.07821800000000001
pubchem,0.26739000000000007,0.266388,0.337395,0.375682,0.263125,0.27666,0.237317,0.350277,0.340009,0.259671,0.239887,0.298051,0.336123,0.341866,0.02555,0.071955,1.0,0.27748,0.354753,0.270284
rad2d,0.24772799999999998,0.359922,0.250868,0.239986,0.35085500000000003,0.38367999999999997,0.13869,0.372118,0.28565100000000004,0.28037,0.41665100000000005,0.261965,0.387955,0.442882,0.030376000000000004,0.09022100000000001,0.27748,1.0,0.241076,0.32621400000000006
rdkit,0.24202800000000002,0.305112,0.377895,0.45186800000000005,0.31165299999999996,0.273625,0.183738,0.32709499999999997,0.330054,0.257065,0.23941300000000001,0.253391,0.340678,0.32839399999999996,0.023968,0.07433900000000002,0.354753,0.241076,1.0,0.28474700000000003
tt,0.294625,0.444097,0.28853899999999993,0.261778,0.46916,0.40889000000000003,0.159465,0.37763100000000005,0.29498800000000003,0.295604,0.35676499999999994,0.237002,0.397852,0.40885900000000003,0.025839000000000004,0.07821800000000001,0.270284,0.32621400000000006,0.28474700000000003,1.0
