,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.29677700000000007,0.248387,0.23683200000000001,0.26113500000000006,0.29799799999999993,0.23420700000000003,0.297528,0.26912,0.25689300000000004,0.264104,0.266378,0.39473800000000003,0.292011,0.03161800000000001,0.06840800000000001,0.26504,0.24597,0.24125,0.29298399999999997
asp,0.29677700000000007,1.0,0.29276800000000003,0.296682,0.627096,0.41301399999999994,0.15277600000000002,0.370865,0.289052,0.30298100000000006,0.425921,0.236114,0.450322,0.42943200000000004,0.029953000000000004,0.08549700000000002,0.26418600000000003,0.35833000000000004,0.303171,0.441705
avalon,0.248387,0.29276800000000003,1.0,0.33694,0.31111900000000003,0.282741,0.20273300000000002,0.306647,0.29329399999999994,0.261624,0.240738,0.30979300000000004,0.31386,0.312808,0.023754,0.07469400000000001,0.340549,0.24779600000000002,0.379443,0.288968
daylight,0.23683200000000001,0.296682,0.33694,1.0,0.287075,0.26783,0.210821,0.330058,0.317355,0.24827600000000002,0.231933,0.241549,0.33825900000000003,0.323209,0.024882,0.06589200000000002,0.376213,0.23363499999999998,0.44465599999999994,0.258575
dfs,0.26113500000000006,0.627096,0.31111900000000003,0.287075,1.0,0.40341699999999997,0.14821299999999998,0.35394400000000004,0.274366,0.2987620000000001,0.42235,0.23139900000000002,0.401185,0.40686200000000006,0.025946000000000004,0.085067,0.26047000000000003,0.34692700000000004,0.310757,0.46643999999999997
ecfp,0.29799799999999993,0.41301399999999994,0.282741,0.26783,0.40341699999999997,1.0,0.185522,0.44187800000000005,0.3063290000000001,0.339693,0.47290699999999997,0.266604,0.45081400000000005,0.524871,0.029820000000000006,0.082252,0.27681900000000004,0.3837,0.269664,0.409621
estate,0.23420700000000003,0.15277600000000002,0.20273300000000002,0.210821,0.14821299999999998,0.185522,1.0,0.230109,0.21180700000000002,0.16882399999999997,0.14505600000000002,0.22533000000000003,0.189831,0.195439,0.019515000000000005,0.043772000000000005,0.24013400000000001,0.141352,0.18717899999999998,0.162231
fcfp,0.297528,0.370865,0.306647,0.330058,0.35394400000000004,0.44187800000000005,0.230109,1.0,0.366565,0.33957600000000004,0.375409,0.28435699999999997,0.5045470000000001,0.598562,0.034574,0.08843600000000001,0.348717,0.372771,0.3235,0.376083
kr,0.26912,0.289052,0.29329399999999994,0.317355,0.274366,0.3063290000000001,0.21180700000000002,0.366565,1.0,0.272003,0.27262099999999995,0.28283200000000003,0.373195,0.378641,0.030471000000000005,0.07566700000000001,0.34492399999999995,0.287692,0.33382700000000004,0.29591000000000006
lingo,0.25689300000000004,0.30298100000000006,0.261624,0.24827600000000002,0.2987620000000001,0.339693,0.16882399999999997,0.33957600000000004,0.272003,1.0,0.29191999999999996,0.250375,0.36281399999999997,0.35797699999999993,0.027473,0.07582799999999999,0.25794500000000004,0.27988,0.253804,0.294918
lstar,0.264104,0.425921,0.240738,0.231933,0.42235,0.47290699999999997,0.14505600000000002,0.375409,0.27262099999999995,0.29191999999999996,1.0,0.231589,0.40570400000000006,0.46904300000000004,0.030499000000000002,0.08289200000000001,0.238463,0.416851,0.23562600000000003,0.357986
maccs,0.266378,0.236114,0.30979300000000004,0.241549,0.23139900000000002,0.266604,0.22533000000000003,0.28435699999999997,0.28283200000000003,0.250375,0.231589,1.0,0.276449,0.27427,0.024757000000000005,0.06328800000000001,0.29713100000000003,0.263099,0.253092,0.236571
map4,0.39473800000000003,0.450322,0.31386,0.33825900000000003,0.401185,0.45081400000000005,0.189831,0.5045470000000001,0.373195,0.36281399999999997,0.40570400000000006,0.276449,1.0,0.5790019999999999,0.034743,0.087423,0.338721,0.388441,0.337877,0.398309
mhfp,0.292011,0.42943200000000004,0.312808,0.323209,0.40686200000000006,0.524871,0.195439,0.598562,0.378641,0.35797699999999993,0.46904300000000004,0.27427,0.5790019999999999,1.0,0.031956,0.08848100000000002,0.340879,0.44406599999999996,0.323953,0.40941099999999997
ph2,0.03161800000000001,0.029953000000000004,0.023754,0.024882,0.025946000000000004,0.029820000000000006,0.019515000000000005,0.034574,0.030471000000000005,0.027473,0.030499000000000002,0.024757000000000005,0.034743,0.031956,1.0,0.061147,0.026226,0.031227000000000005,0.023253000000000003,0.025516000000000004
ph3,0.06840800000000001,0.08549700000000002,0.07469400000000001,0.06589200000000002,0.085067,0.082252,0.043772000000000005,0.08843600000000001,0.07566700000000001,0.07582799999999999,0.08289200000000001,0.06328800000000001,0.087423,0.08848100000000002,0.061147,1.0,0.07193300000000001,0.08921300000000001,0.07319200000000001,0.07644700000000001
