,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.298518,0.24754900000000002,0.23746599999999998,0.26263500000000006,0.29932300000000006,0.23246399999999998,0.299334,0.27174800000000005,0.25967399999999996,0.266314,0.26862300000000006,0.39468200000000003,0.293523,0.032963000000000006,0.06997900000000001,0.26583500000000004,0.24721100000000001,0.24085399999999998,0.292642
asp,0.298518,1.0,0.296234,0.302892,0.628308,0.413716,0.15092,0.372185,0.28710600000000003,0.30726900000000007,0.426368,0.237421,0.450743,0.429617,0.03166600000000001,0.08612800000000001,0.26827799999999996,0.356716,0.305683,0.439626
avalon,0.24754900000000002,0.296234,1.0,0.340526,0.313136,0.28326900000000005,0.20128600000000002,0.308433,0.291968,0.263218,0.24232900000000004,0.30991199999999997,0.314095,0.31645700000000004,0.025026000000000003,0.07483900000000002,0.34056200000000003,0.24885700000000002,0.382734,0.29052199999999995
daylight,0.23746599999999998,0.302892,0.340526,1.0,0.29230500000000004,0.27216999999999997,0.20860399999999998,0.33176500000000003,0.315716,0.25263800000000003,0.23582799999999998,0.24407600000000002,0.341107,0.328729,0.026732000000000006,0.06680900000000001,0.376907,0.23714000000000002,0.44938,0.259902
dfs,0.26263500000000006,0.628308,0.313136,0.29230500000000004,1.0,0.404301,0.146256,0.355351,0.273814,0.300838,0.42499499999999996,0.232427,0.40336000000000005,0.408233,0.028191,0.08471400000000001,0.265393,0.34640499999999996,0.31145900000000004,0.46355
ecfp,0.29932300000000006,0.413716,0.28326900000000005,0.27216999999999997,0.404301,1.0,0.183034,0.441355,0.30757100000000004,0.34332399999999996,0.469664,0.266491,0.450657,0.52431,0.02936,0.08273900000000001,0.278003,0.37988999999999995,0.274181,0.40988199999999997
estate,0.23246399999999998,0.15092,0.20128600000000002,0.20860399999999998,0.146256,0.183034,1.0,0.22638699999999998,0.210259,0.168343,0.142827,0.224192,0.186757,0.19493100000000002,0.020381,0.043680000000000004,0.23540500000000003,0.138718,0.18530300000000002,0.15893800000000002
fcfp,0.299334,0.372185,0.308433,0.33176500000000003,0.355351,0.441355,0.22638699999999998,1.0,0.36390200000000006,0.343743,0.374287,0.28433100000000006,0.503216,0.59995,0.034789,0.08738600000000002,0.35042199999999996,0.371118,0.325708,0.374842
kr,0.27174800000000005,0.28710600000000003,0.291968,0.315716,0.273814,0.30757100000000004,0.210259,0.36390200000000006,1.0,0.27364700000000003,0.272467,0.286118,0.37355,0.379531,0.031775000000000005,0.074269,0.34274600000000005,0.284497,0.331352,0.295857
lingo,0.25967399999999996,0.30726900000000007,0.263218,0.25263800000000003,0.300838,0.34332399999999996,0.168343,0.343743,0.27364700000000003,1.0,0.29392199999999996,0.251629,0.36567700000000003,0.36295600000000006,0.029219000000000005,0.076879,0.260699,0.282149,0.25836900000000007,0.295712
lstar,0.266314,0.426368,0.24232900000000004,0.23582799999999998,0.42499499999999996,0.469664,0.142827,0.374287,0.272467,0.29392199999999996,1.0,0.231512,0.40449300000000005,0.464944,0.030561,0.083329,0.24216700000000002,0.41365799999999997,0.238842,0.356926
maccs,0.26862300000000006,0.237421,0.30991199999999997,0.24407600000000002,0.232427,0.266491,0.224192,0.28433100000000006,0.286118,0.251629,0.231512,1.0,0.276982,0.275577,0.027177000000000003,0.06396600000000001,0.296582,0.263446,0.255321,0.23892400000000003
map4,0.39468200000000003,0.450743,0.314095,0.341107,0.40336000000000005,0.450657,0.186757,0.503216,0.37355,0.36567700000000003,0.40449300000000005,0.276982,1.0,0.578842,0.036123,0.08798300000000002,0.339801,0.386262,0.341825,0.39783500000000005
mhfp,0.293523,0.429617,0.31645700000000004,0.328729,0.408233,0.52431,0.19493100000000002,0.59995,0.379531,0.36295600000000006,0.464944,0.275577,0.578842,1.0,0.032310000000000005,0.08856000000000001,0.34492900000000004,0.440042,0.330514,0.409718
ph2,0.032963000000000006,0.03166600000000001,0.025026000000000003,0.026732000000000006,0.028191,0.02936,0.020381,0.034789,0.031775000000000005,0.029219000000000005,0.030561,0.027177000000000003,0.036123,0.032310000000000005,1.0,0.06354100000000001,0.027893,0.031358000000000004,0.025717,0.026175999999999998
ph3,0.06997900000000001,0.08612800000000001,0.07483900000000002,0.06680900000000001,0.08471400000000001,0.08273900000000001,0.043680000000000004,0.08738600000000002,0.074269,0.076879,0.083329,0.06396600000000001,0.08798300000000002,0.08856000000000001,0.06354100000000001,1.0,0.071174,0.089171,0.07292500000000002,0.07732900000000001
pubchem,0.26583500000000004,0.26827799999999996,0.34056200000000003,0.376907,0.265393,0.278003,0.23540500000000003,0.35042199999999996,0.34274600000000005,0.260699,0.24216700000000002,0.296582,0.339801,0.34492900000000004,0.027893,0.071174,1.0,0.27624899999999997,0.357259,0.26999700000000004
rad2d,0.24721100000000001,0.356716,0.24885700000000002,0.23714000000000002,0.34640499999999996,0.37988999999999995,0.138718,0.371118,0.284497,0.282149,0.41365799999999997,0.263446,0.386262,0.440042,0.031358000000000004,0.089171,0.27624899999999997,1.0,0.237134,0.321841
rdkit,0.24085399999999998,0.305683,0.382734,0.44938,0.31145900000000004,0.274181,0.18530300000000002,0.325708,0.331352,0.25836900000000007,0.238842,0.255321,0.341825,0.330514,0.025717,0.07292500000000002,0.357259,0.237134,1.0,0.28363799999999995
tt,0.292642,0.439626,0.29052199999999995,0.259902,0.46355,0.40988199999999997,0.15893800000000002,0.374842,0.295857,0.295712,0.356926,0.23892400000000003,0.39783500000000005,0.409718,0.026175999999999998,0.07732900000000001,0.26999700000000004,0.321841,0.28363799999999995,1.0
