,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.29879900000000004,0.24964300000000003,0.239083,0.262454,0.298354,0.235973,0.301622,0.273775,0.2586570000000001,0.265146,0.27037300000000003,0.396262,0.295014,0.03521400000000001,0.06965000000000002,0.26834300000000005,0.248119,0.244128,0.29576199999999997
asp,0.29879900000000004,1.0,0.296155,0.301696,0.6281760000000001,0.412933,0.15462599999999999,0.373065,0.289634,0.301781,0.427785,0.23581100000000002,0.449908,0.430141,0.033036,0.085762,0.267659,0.358441,0.30668900000000004,0.440488
avalon,0.24964300000000003,0.296155,1.0,0.341446,0.31351300000000004,0.283569,0.203075,0.30517700000000003,0.28868599999999994,0.26120799999999994,0.242944,0.307015,0.31223700000000004,0.31393699999999997,0.024944,0.07493500000000002,0.339349,0.249398,0.381983,0.288512
daylight,0.239083,0.301696,0.341446,1.0,0.29080900000000004,0.272239,0.211223,0.33313000000000004,0.31777799999999995,0.25026800000000005,0.23585799999999998,0.243052,0.342554,0.33061999999999997,0.027754000000000008,0.06683900000000001,0.377874,0.23699,0.45278500000000005,0.257858
dfs,0.262454,0.6281760000000001,0.31351300000000004,0.29080900000000004,1.0,0.402911,0.14968299999999998,0.35559700000000005,0.274305,0.2956889999999999,0.425166,0.23043100000000005,0.401308,0.406956,0.029213000000000006,0.08502,0.263879,0.347722,0.312727,0.46493500000000004
ecfp,0.298354,0.412933,0.283569,0.272239,0.402911,1.0,0.18435700000000002,0.443258,0.3068,0.33862700000000007,0.469847,0.264403,0.448,0.5244949999999999,0.03239500000000001,0.08306300000000001,0.277801,0.382941,0.275541,0.407663
estate,0.235973,0.15462599999999999,0.203075,0.211223,0.14968299999999998,0.18435700000000002,1.0,0.230911,0.211213,0.16908500000000004,0.143425,0.22546800000000003,0.18835500000000002,0.19592,0.021424000000000002,0.04529300000000001,0.238107,0.141012,0.18868100000000002,0.162105
fcfp,0.301622,0.373065,0.30517700000000003,0.33313000000000004,0.35559700000000005,0.443258,0.230911,1.0,0.364342,0.337971,0.373414,0.283855,0.501601,0.599565,0.037804000000000004,0.086356,0.348279,0.37201100000000004,0.324833,0.376635
kr,0.273775,0.289634,0.28868599999999994,0.31777799999999995,0.274305,0.3068,0.211213,0.364342,1.0,0.269797,0.271084,0.28268499999999996,0.374435,0.380223,0.031724,0.07463400000000002,0.34234899999999996,0.28627199999999997,0.331262,0.294792
lingo,0.2586570000000001,0.301781,0.26120799999999994,0.25026800000000005,0.2956889999999999,0.33862700000000007,0.16908500000000004,0.337971,0.269797,1.0,0.289824,0.24925099999999997,0.36022200000000004,0.357155,0.030627000000000005,0.07590100000000001,0.25955700000000004,0.27920500000000004,0.25750599999999996,0.292348
lstar,0.265146,0.427785,0.242944,0.23585799999999998,0.425166,0.469847,0.143425,0.373414,0.271084,0.289824,1.0,0.228444,0.40349700000000005,0.464528,0.032151000000000006,0.08320000000000001,0.24073200000000003,0.41399600000000003,0.24043199999999998,0.35579
maccs,0.27037300000000003,0.23581100000000002,0.307015,0.243052,0.23043100000000005,0.264403,0.22546800000000003,0.283855,0.28268499999999996,0.24925099999999997,0.228444,1.0,0.274468,0.27344700000000005,0.025646000000000002,0.06215400000000001,0.29844299999999996,0.262708,0.25513199999999997,0.237299
map4,0.396262,0.449908,0.31223700000000004,0.342554,0.401308,0.448,0.18835500000000002,0.501601,0.374435,0.36022200000000004,0.40349700000000005,0.274468,1.0,0.5780519999999999,0.038938000000000014,0.08762200000000002,0.34019,0.386539,0.34268000000000004,0.39560700000000004
