,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.29943800000000004,0.25112399999999996,0.24061300000000002,0.264945,0.30053899999999995,0.236775,0.301701,0.27296400000000004,0.258894,0.26516000000000006,0.27193399999999995,0.395079,0.293928,0.03256800000000001,0.068649,0.26902300000000007,0.248377,0.246038,0.29611899999999997
asp,0.29943800000000004,1.0,0.30238400000000004,0.30743499999999996,0.628164,0.42063599999999995,0.154644,0.377626,0.292339,0.307958,0.432816,0.240759,0.456084,0.43525200000000003,0.031269,0.08663199999999999,0.2706259999999999,0.362709,0.31087099999999995,0.44378199999999995
avalon,0.25112399999999996,0.30238400000000004,1.0,0.342565,0.31869000000000003,0.28913099999999997,0.20265999999999998,0.309884,0.294597,0.265488,0.24829099999999998,0.31214600000000003,0.318808,0.318357,0.024757,0.07396000000000001,0.340234,0.255594,0.383538,0.292732
daylight,0.24061300000000002,0.30743499999999996,0.342565,1.0,0.29677700000000007,0.275361,0.210853,0.333654,0.31970699999999996,0.25365199999999993,0.240321,0.245466,0.345142,0.33110999999999996,0.026990000000000004,0.067197,0.378224,0.24163099999999998,0.450671,0.26264800000000005
dfs,0.264945,0.628164,0.31869000000000003,0.29677700000000007,1.0,0.410433,0.150307,0.360321,0.27811800000000003,0.30208199999999996,0.430281,0.23563900000000004,0.408394,0.41234499999999996,0.028020000000000003,0.085674,0.266546,0.35100700000000007,0.31600700000000004,0.46717700000000006
ecfp,0.30053899999999995,0.42063599999999995,0.28913099999999997,0.275361,0.410433,1.0,0.187136,0.44676000000000005,0.309758,0.343351,0.4769,0.26930999999999994,0.454607,0.529068,0.030005,0.08371200000000001,0.28135699999999997,0.386913,0.27818699999999996,0.413258
estate,0.236775,0.154644,0.20265999999999998,0.210853,0.150307,0.187136,1.0,0.23080299999999998,0.212727,0.16968799999999998,0.146673,0.224867,0.18963,0.19647300000000004,0.019853,0.04422,0.23969700000000002,0.143333,0.18753799999999998,0.162783
fcfp,0.301701,0.377626,0.309884,0.333654,0.360321,0.44676000000000005,0.23080299999999998,1.0,0.367878,0.34275,0.378594,0.286747,0.506998,0.600208,0.035504,0.08723700000000001,0.3514,0.375955,0.32701800000000003,0.380387
kr,0.27296400000000004,0.292339,0.294597,0.31970699999999996,0.27811800000000003,0.309758,0.212727,0.367878,1.0,0.27221799999999996,0.274166,0.28772,0.377912,0.381338,0.032031,0.074746,0.343655,0.289679,0.335053,0.297236
lingo,0.258894,0.307958,0.265488,0.25365199999999993,0.30208199999999996,0.343351,0.16968799999999998,0.34275,0.27221799999999996,1.0,0.29575100000000004,0.253695,0.365719,0.36184099999999997,0.029424000000000002,0.07596800000000001,0.26069600000000004,0.283762,0.258718,0.296701
lstar,0.26516000000000006,0.432816,0.24829099999999998,0.240321,0.430281,0.4769,0.146673,0.378594,0.274166,0.29575100000000004,1.0,0.232356,0.408408,0.46986300000000003,0.030805000000000006,0.084524,0.244856,0.41806099999999996,0.243878,0.36163599999999996
maccs,0.27193399999999995,0.240759,0.31214600000000003,0.245466,0.23563900000000004,0.26930999999999994,0.224867,0.286747,0.28772,0.253695,0.232356,1.0,0.27832300000000004,0.27612,0.025669,0.062826,0.29928899999999997,0.26516900000000004,0.257576,0.24044700000000002
map4,0.395079,0.456084,0.318808,0.345142,0.408394,0.454607,0.18963,0.506998,0.377912,0.365719,0.408408,0.27832300000000004,1.0,0.581369,0.035902,0.08730299999999999,0.34231,0.391615,0.34517,0.403617
mhfp,0.293928,0.43525200000000003,0.318357,0.33110999999999996,0.41234499999999996,0.529068,0.19647300000000004,0.600208,0.381338,0.36184099999999997,0.46986300000000003,0.27612,0.581369,1.0,0.032174,0.08873299999999999,0.345723,0.44641100000000006,0.33150599999999997,0.41298599999999996
ph2,0.03256800000000001,0.031269,0.024757,0.026990000000000004,0.028020000000000003,0.030005,0.019853,0.035504,0.032031,0.029424000000000002,0.030805000000000006,0.025669,0.035902,0.032174,1.0,0.064871,0.0277,0.031669,0.024479,0.026587
ph3,0.068649,0.08663199999999999,0.07396000000000001,0.067197,0.085674,0.08371200000000001,0.04422,0.08723700000000001,0.074746,0.07596800000000001,0.084524,0.062826,0.08730299999999999,0.08873299999999999,0.064871,1.0,0.070815,0.089575,0.073343,0.076034
pubchem,0.26902300000000007,0.2706259999999999,0.340234,0.378224,0.266546,0.28135699999999997,0.23969700000000002,0.3514,0.343655,0.26069600000000004,0.244856,0.29928899999999997,0.34231,0.345723,0.0277,0.070815,1.0,0.279432,0.356609,0.273147
rad2d,0.248377,0.362709,0.255594,0.24163099999999998,0.35100700000000007,0.386913,0.143333,0.375955,0.289679,0.283762,0.41806099999999996,0.26516900000000004,0.391615,0.44641100000000006,0.031669,0.089575,0.279432,1.0,0.24209899999999998,0.32833599999999996
rdkit,0.246038,0.31087099999999995,0.383538,0.450671,0.31600700000000004,0.27818699999999996,0.18753799999999998,0.32701800000000003,0.335053,0.258718,0.243878,0.257576,0.34517,0.33150599999999997,0.024479,0.073343,0.356609,0.24209899999999998,1.0,0.28522900000000007
tt,0.29611899999999997,0.44378199999999995,0.292732,0.26264800000000005,0.46717700000000006,0.413258,0.162783,0.380387,0.297236,0.296701,0.36163599999999996,0.24044700000000002,0.403617,0.41298599999999996,0.026587,0.076034,0.273147,0.32833599999999996,0.28522900000000007,1.0
