,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.300809,0.24959300000000004,0.239272,0.264746,0.302556,0.23176000000000005,0.304607,0.27187500000000003,0.258941,0.26652500000000007,0.268622,0.39729200000000003,0.296759,0.031039000000000004,0.06805000000000001,0.269071,0.24990199999999999,0.24409700000000004,0.298075
asp,0.300809,1.0,0.295211,0.30050099999999996,0.6260579999999999,0.41405,0.15168,0.372434,0.28744200000000003,0.30188000000000004,0.42590500000000003,0.236177,0.45231400000000005,0.43192200000000003,0.029764000000000006,0.084222,0.26889100000000005,0.3599,0.30513599999999996,0.44184400000000007
avalon,0.24959300000000004,0.295211,1.0,0.341456,0.314898,0.28699,0.204294,0.310287,0.292583,0.261248,0.24363800000000002,0.31091199999999997,0.31482400000000005,0.319332,0.024756000000000004,0.07324700000000002,0.340608,0.250989,0.383884,0.29017300000000007
daylight,0.239272,0.30050099999999996,0.341456,1.0,0.290612,0.272665,0.21275299999999997,0.334217,0.31703300000000006,0.24995799999999999,0.23546399999999998,0.24558899999999997,0.341363,0.33074000000000003,0.023747000000000004,0.06612900000000002,0.377751,0.23878900000000003,0.451401,0.259019
dfs,0.264746,0.6260579999999999,0.314898,0.290612,1.0,0.40493,0.147807,0.35665699999999995,0.27361199999999997,0.29713100000000003,0.42566400000000004,0.232433,0.40412,0.410875,0.026352000000000004,0.08379200000000002,0.265648,0.35061899999999996,0.313,0.46542800000000006
ecfp,0.302556,0.41405,0.28699,0.272665,0.40493,1.0,0.18485200000000002,0.44350599999999996,0.3058,0.33985699999999996,0.47292400000000007,0.267545,0.451538,0.5277860000000001,0.028391000000000003,0.08220400000000001,0.28072199999999997,0.384193,0.27592,0.409286
estate,0.23176000000000005,0.15168,0.204294,0.21275299999999997,0.147807,0.18485200000000002,1.0,0.23143000000000002,0.21215699999999998,0.168881,0.143324,0.22584800000000005,0.186978,0.196041,0.019284000000000003,0.043083,0.241344,0.14136400000000002,0.187473,0.160797
fcfp,0.304607,0.372434,0.310287,0.334217,0.35665699999999995,0.44350599999999996,0.23143000000000002,1.0,0.365977,0.34047000000000005,0.37473,0.285571,0.5023040000000001,0.5977469999999999,0.032908,0.08536400000000001,0.352932,0.3711320000000001,0.328309,0.376771
kr,0.27187500000000003,0.28744200000000003,0.292583,0.31703300000000006,0.27361199999999997,0.3058,0.21215699999999998,0.365977,1.0,0.27098300000000003,0.270926,0.285522,0.37345900000000004,0.379299,0.029148000000000007,0.072591,0.34365,0.285397,0.334564,0.29460800000000004
lingo,0.258941,0.30188000000000004,0.261248,0.24995799999999999,0.29713100000000003,0.33985699999999996,0.168881,0.34047000000000005,0.27098300000000003,1.0,0.29045600000000005,0.251521,0.35873499999999997,0.357821,0.027463000000000005,0.07528900000000001,0.25897,0.28015500000000004,0.25581600000000004,0.292785
