,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.301095,0.25166900000000003,0.24131,0.26449900000000004,0.30394899999999997,0.234619,0.30365800000000004,0.27491000000000004,0.25874400000000003,0.269058,0.270149,0.39737599999999995,0.29795,0.03389400000000001,0.06948700000000001,0.269842,0.251228,0.24730299999999997,0.298735
asp,0.301095,1.0,0.299762,0.30580799999999997,0.62841,0.417372,0.153862,0.373144,0.29196400000000006,0.30421400000000004,0.43020699999999995,0.241141,0.453596,0.433406,0.031112,0.08673600000000001,0.27122599999999997,0.36274700000000004,0.310487,0.443672
avalon,0.25166900000000003,0.299762,1.0,0.342513,0.31771000000000005,0.2884860000000001,0.201737,0.31028199999999995,0.29538000000000003,0.262755,0.247363,0.310773,0.31765,0.320125,0.026749000000000002,0.076475,0.343294,0.253564,0.382812,0.29546100000000003
daylight,0.24131,0.30580799999999997,0.342513,1.0,0.295573,0.27537,0.208842,0.335857,0.319965,0.252614,0.24082399999999998,0.24591400000000002,0.34556400000000004,0.332285,0.027049,0.068306,0.37816600000000006,0.241533,0.45518800000000004,0.26434300000000005
dfs,0.26449900000000004,0.62841,0.31771000000000005,0.295573,1.0,0.40699,0.148868,0.356836,0.277001,0.297457,0.42684300000000003,0.23635600000000004,0.404186,0.4106370000000001,0.027924,0.08615199999999999,0.26766900000000005,0.351532,0.316082,0.468025
ecfp,0.30394899999999997,0.417372,0.2884860000000001,0.27537,0.40699,1.0,0.18748800000000002,0.4472110000000001,0.31315499999999996,0.34173200000000004,0.476534,0.270604,0.45671399999999995,0.531451,0.029656000000000005,0.08346600000000001,0.283695,0.388318,0.277163,0.415076
estate,0.234619,0.153862,0.201737,0.208842,0.148868,0.18748800000000002,1.0,0.230075,0.213219,0.167494,0.14564500000000002,0.224476,0.188774,0.197465,0.019949,0.044445000000000005,0.237066,0.142973,0.18674000000000002,0.16265100000000002
fcfp,0.30365800000000004,0.373144,0.31028199999999995,0.335857,0.356836,0.4472110000000001,0.230075,1.0,0.367719,0.34118100000000007,0.378043,0.286825,0.505657,0.600736,0.03417100000000001,0.08734800000000001,0.35196400000000005,0.377075,0.32901499999999995,0.38069000000000003
kr,0.27491000000000004,0.29196400000000006,0.29538000000000003,0.319965,0.277001,0.31315499999999996,0.213219,0.367719,1.0,0.27419299999999996,0.276848,0.28632399999999997,0.37553600000000004,0.381503,0.03190300000000001,0.07553800000000001,0.34559199999999995,0.29186899999999993,0.334617,0.300176
lingo,0.25874400000000003,0.30421400000000004,0.262755,0.252614,0.297457,0.34173200000000004,0.167494,0.34118100000000007,0.27419299999999996,1.0,0.293004,0.25247,0.36188300000000007,0.35979500000000003,0.029997000000000003,0.077296,0.259658,0.28304,0.258588,0.294699
lstar,0.269058,0.43020699999999995,0.247363,0.24082399999999998,0.42684300000000003,0.476534,0.14564500000000002,0.378043,0.276848,0.293004,1.0,0.23551499999999997,0.40928200000000003,0.47023000000000004,0.029768000000000006,0.084727,0.246142,0.42206400000000005,0.243702,0.36126800000000003
maccs,0.270149,0.241141,0.310773,0.24591400000000002,0.23635600000000004,0.270604,0.224476,0.286825,0.28632399999999997,0.25247,0.23551499999999997,1.0,0.277734,0.277203,0.027209000000000004,0.06514000000000002,0.300659,0.26723500000000006,0.25799900000000003,0.242285
map4,0.39737599999999995,0.453596,0.31765,0.34556400000000004,0.404186,0.45671399999999995,0.188774,0.505657,0.37553600000000004,0.36188300000000007,0.40928200000000003,0.277734,1.0,0.5826629999999999,0.035564000000000005,0.08836300000000001,0.34348599999999996,0.392696,0.34499300000000005,0.40128600000000003
