,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.296421,0.24841100000000002,0.239355,0.260905,0.29965600000000003,0.235395,0.29922,0.27048300000000003,0.256142,0.264844,0.269326,0.392071,0.2923,0.032177,0.06896500000000003,0.2698,0.24492400000000003,0.244579,0.2943
asp,0.296421,1.0,0.296651,0.302268,0.627893,0.413656,0.150657,0.36955499999999997,0.287007,0.301213,0.427721,0.23757700000000004,0.44927700000000004,0.427333,0.030181000000000006,0.08776000000000002,0.267894,0.35614300000000004,0.308206,0.4408639999999999
avalon,0.24841100000000002,0.296651,1.0,0.342735,0.31462399999999996,0.285132,0.20231300000000002,0.30712700000000004,0.291608,0.26105600000000007,0.24393,0.30946500000000005,0.313067,0.31505099999999997,0.024687000000000004,0.07564300000000002,0.339449,0.24917899999999998,0.38358099999999995,0.29050999999999993
daylight,0.239355,0.302268,0.342735,1.0,0.29127600000000003,0.271639,0.21080500000000002,0.33165100000000003,0.316134,0.24795100000000003,0.236788,0.242193,0.34135200000000004,0.326757,0.02503,0.06644100000000001,0.376884,0.233907,0.452438,0.258255
dfs,0.260905,0.627893,0.31462399999999996,0.29127600000000003,1.0,0.405351,0.145982,0.35346700000000003,0.272818,0.29516,0.425943,0.233013,0.40194,0.4055,0.026128000000000002,0.08706300000000002,0.263441,0.346379,0.313767,0.463197
ecfp,0.29965600000000003,0.413656,0.285132,0.271639,0.405351,1.0,0.185459,0.44472300000000003,0.308079,0.34049,0.47397199999999995,0.266567,0.45383199999999996,0.5281919999999999,0.029192000000000006,0.08468400000000001,0.28035099999999996,0.38423999999999997,0.275646,0.409933
estate,0.235395,0.150657,0.20231300000000002,0.21080500000000002,0.145982,0.185459,1.0,0.23017200000000002,0.211269,0.167545,0.14348200000000003,0.223931,0.187937,0.19678700000000002,0.022131,0.044007000000000004,0.237067,0.14036500000000002,0.186938,0.16028499999999998
fcfp,0.29922,0.36955499999999997,0.30712700000000004,0.33165100000000003,0.35346700000000003,0.44472300000000003,0.23017200000000002,1.0,0.363824,0.341009,0.37580600000000003,0.283565,0.504725,0.60004,0.034923,0.08879400000000001,0.35122700000000007,0.369943,0.32710500000000003,0.37563399999999997
kr,0.27048300000000003,0.287007,0.291608,0.316134,0.272818,0.308079,0.211269,0.363824,1.0,0.27159399999999995,0.27049900000000004,0.28216499999999994,0.37337,0.37791800000000003,0.029907,0.07445299999999999,0.34332299999999993,0.283366,0.33292000000000005,0.29518
lingo,0.256142,0.301213,0.26105600000000007,0.24795100000000003,0.29516,0.34049,0.167545,0.341009,0.27159399999999995,1.0,0.291266,0.24967899999999998,0.36151300000000003,0.35825799999999997,0.028548,0.07741500000000001,0.260044,0.278633,0.256806,0.291574
lstar,0.264844,0.427721,0.24393,0.236788,0.425943,0.47397199999999995,0.14348200000000003,0.37580600000000003,0.27049900000000004,0.291266,1.0,0.23083399999999996,0.406124,0.467296,0.029551000000000004,0.086148,0.243598,0.41476,0.241853,0.357256
maccs,0.269326,0.23757700000000004,0.30946500000000005,0.242193,0.233013,0.266567,0.223931,0.283565,0.28216499999999994,0.24967899999999998,0.23083399999999996,1.0,0.27557800000000005,0.27383199999999996,0.025723000000000003,0.06397699999999999,0.298682,0.262693,0.256521,0.237934
map4,0.392071,0.44927700000000004,0.313067,0.34135200000000004,0.40194,0.45383199999999996,0.187937,0.504725,0.37337,0.36151300000000003,0.406124,0.27557800000000005,1.0,0.5790970000000001,0.035584000000000005,0.08909199999999999,0.34116900000000006,0.38448799999999994,0.343193,0.39751000000000003
mhfp,0.2923,0.427333,0.31505099999999997,0.326757,0.4055,0.5281919999999999,0.19678700000000002,0.60004,0.37791800000000003,0.35825799999999997,0.467296,0.27383199999999996,0.5790970000000001,1.0,0.031906000000000004,0.089896,0.346,0.439538,0.32905700000000004,0.406442
