,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.30012000000000005,0.247835,0.238858,0.263507,0.30108999999999997,0.23921600000000004,0.301372,0.273246,0.260007,0.26764899999999997,0.27287100000000003,0.39771399999999996,0.295705,0.03236700000000001,0.06794700000000001,0.270397,0.24921899999999997,0.244077,0.295763
asp,0.30012000000000005,1.0,0.29631199999999996,0.30201399999999995,0.629231,0.416153,0.156204,0.37359000000000003,0.29053100000000004,0.305865,0.429333,0.24186100000000002,0.45257700000000006,0.43163100000000004,0.029647000000000003,0.08459200000000001,0.272248,0.360591,0.308047,0.443589
avalon,0.247835,0.29631199999999996,1.0,0.3426,0.312931,0.285313,0.203885,0.30806500000000003,0.29454400000000003,0.263564,0.242796,0.313891,0.31398400000000004,0.316236,0.024835000000000003,0.073397,0.34020700000000004,0.25045,0.384142,0.28761099999999995
daylight,0.238858,0.30201399999999995,0.3426,1.0,0.290414,0.271559,0.212517,0.330691,0.319154,0.251602,0.234808,0.24817799999999998,0.33979899999999996,0.326771,0.025263,0.064628,0.378767,0.23636100000000002,0.45085600000000003,0.25975
dfs,0.263507,0.629231,0.312931,0.290414,1.0,0.405322,0.151475,0.35591100000000003,0.27521900000000005,0.299281,0.426097,0.23692799999999997,0.403783,0.408193,0.026411,0.084842,0.267036,0.34866700000000006,0.31355400000000005,0.4670450000000001
ecfp,0.30108999999999997,0.416153,0.285313,0.271559,0.405322,1.0,0.189437,0.44294400000000006,0.309997,0.342642,0.474137,0.270893,0.45086000000000004,0.5275780000000001,0.029866000000000004,0.08169900000000001,0.282383,0.38428,0.275498,0.4117
estate,0.23921600000000004,0.156204,0.203885,0.212517,0.151475,0.189437,1.0,0.23471200000000003,0.21368199999999998,0.172605,0.148623,0.230073,0.191824,0.19965700000000003,0.020588000000000002,0.043834000000000005,0.241127,0.143996,0.188334,0.16506600000000002
fcfp,0.301372,0.37359000000000003,0.30806500000000003,0.330691,0.35591100000000003,0.44294400000000006,0.23471200000000003,1.0,0.366727,0.342599,0.375705,0.29036,0.5032719999999999,0.5983940000000001,0.03371600000000001,0.08716900000000001,0.35275199999999995,0.372845,0.326496,0.37780899999999995
kr,0.273246,0.29053100000000004,0.29454400000000003,0.319154,0.27521900000000005,0.309997,0.21368199999999998,0.366727,1.0,0.274836,0.274198,0.29081599999999996,0.37524399999999997,0.38018100000000005,0.031551,0.07578700000000001,0.344132,0.286831,0.335985,0.297334
lingo,0.260007,0.305865,0.263564,0.251602,0.299281,0.342642,0.172605,0.342599,0.274836,1.0,0.29371099999999994,0.254209,0.36390200000000006,0.362399,0.028367000000000003,0.075689,0.26171700000000003,0.282517,0.257637,0.294523
lstar,0.26764899999999997,0.429333,0.242796,0.234808,0.426097,0.474137,0.148623,0.375705,0.274198,0.29371099999999994,1.0,0.23451800000000003,0.405582,0.468282,0.029252000000000004,0.08187699999999999,0.245142,0.417875,0.23908599999999997,0.35931799999999997
maccs,0.27287100000000003,0.24186100000000002,0.313891,0.24817799999999998,0.23692799999999997,0.270893,0.230073,0.29036,0.29081599999999996,0.254209,0.23451800000000003,1.0,0.28094600000000003,0.279679,0.026106000000000004,0.062715,0.30359200000000003,0.267354,0.259057,0.241581
map4,0.39771399999999996,0.45257700000000006,0.31398400000000004,0.33979899999999996,0.403783,0.45086000000000004,0.191824,0.5032719999999999,0.37524399999999997,0.36390200000000006,0.405582,0.28094600000000003,1.0,0.5786279999999999,0.034796,0.08652400000000002,0.342017,0.38793199999999994,0.34265100000000004,0.398846
mhfp,0.295705,0.43163100000000004,0.316236,0.326771,0.408193,0.5275780000000001,0.19965700000000003,0.5983940000000001,0.38018100000000005,0.362399,0.468282,0.279679,0.5786279999999999,1.0,0.030971000000000002,0.08748100000000002,0.347065,0.444445,0.32983500000000004,0.41085699999999997
ph2,0.03236700000000001,0.029647000000000003,0.024835000000000003,0.025263,0.026411,0.029866000000000004,0.020588000000000002,0.03371600000000001,0.031551,0.028367000000000003,0.029252000000000004,0.026106000000000004,0.034796,0.030971000000000002,1.0,0.071895,0.026272000000000004,0.029693000000000008,0.02407,0.024623000000000003
ph3,0.06794700000000001,0.08459200000000001,0.073397,0.064628,0.084842,0.08169900000000001,0.043834000000000005,0.08716900000000001,0.07578700000000001,0.075689,0.08187699999999999,0.062715,0.08652400000000002,0.08748100000000002,0.071895,1.0,0.070467,0.088303,0.071443,0.07565400000000001
pubchem,0.270397,0.272248,0.34020700000000004,0.378767,0.267036,0.282383,0.241127,0.35275199999999995,0.344132,0.26171700000000003,0.245142,0.30359200000000003,0.342017,0.347065,0.026272000000000004,0.070467,1.0,0.27868200000000004,0.358144,0.273294
rad2d,0.24921899999999997,0.360591,0.25045,0.23636100000000002,0.34866700000000006,0.38428,0.143996,0.372845,0.286831,0.282517,0.417875,0.267354,0.38793199999999994,0.444445,0.029693000000000008,0.088303,0.27868200000000004,1.0,0.24002799999999996,0.324712
rdkit,0.244077,0.308047,0.384142,0.45085600000000003,0.31355400000000005,0.275498,0.188334,0.326496,0.335985,0.257637,0.23908599999999997,0.259057,0.34265100000000004,0.32983500000000004,0.02407,0.071443,0.358144,0.24002799999999996,1.0,0.284969
tt,0.295763,0.443589,0.28761099999999995,0.25975,0.4670450000000001,0.4117,0.16506600000000002,0.37780899999999995,0.297334,0.294523,0.35931799999999997,0.241581,0.398846,0.41085699999999997,0.024623000000000003,0.07565400000000001,0.273294,0.324712,0.284969,1.0
