,ap,asp,avalon,daylight,dfs,ecfp,estate,fcfp,kr,lingo,lstar,maccs,map4,mhfp,ph2,ph3,pubchem,rad2d,rdkit,tt
ap,1.0,0.30206200000000005,0.253804,0.239643,0.26721300000000003,0.3052480000000001,0.238039,0.30485,0.27347,0.26180800000000004,0.269368,0.27188,0.399158,0.298484,0.032898000000000004,0.069244,0.269528,0.24987200000000004,0.24626600000000004,0.29765199999999997
asp,0.30206200000000005,1.0,0.30055599999999993,0.3046269999999999,0.6280849999999999,0.415396,0.154971,0.37491100000000005,0.291189,0.303812,0.429129,0.238878,0.454621,0.43372800000000006,0.03147,0.08703700000000002,0.271248,0.36053300000000005,0.31152300000000005,0.444308
avalon,0.253804,0.30055599999999993,1.0,0.34150800000000003,0.319129,0.28926999999999997,0.20639000000000002,0.311391,0.29641000000000006,0.264574,0.246734,0.31187400000000004,0.319038,0.31963800000000003,0.025158000000000003,0.07453199999999999,0.344521,0.252906,0.386398,0.29523499999999997
daylight,0.239643,0.3046269999999999,0.34150800000000003,1.0,0.294339,0.273841,0.212531,0.334488,0.320608,0.25329700000000005,0.23754099999999997,0.245588,0.346526,0.331955,0.026534000000000002,0.06629600000000001,0.378928,0.23709900000000003,0.453758,0.262365
dfs,0.26721300000000003,0.6280849999999999,0.319129,0.294339,1.0,0.40758099999999997,0.151253,0.35857300000000003,0.277972,0.299284,0.427493,0.23546999999999998,0.40648,0.41235,0.027708000000000003,0.085963,0.26758000000000004,0.350116,0.31818099999999994,0.4689940000000001
ecfp,0.3052480000000001,0.415396,0.28926999999999997,0.273841,0.40758099999999997,1.0,0.188216,0.44797600000000004,0.30995500000000004,0.34292700000000004,0.476684,0.269418,0.455463,0.5320090000000001,0.029803000000000003,0.082521,0.28383500000000006,0.3859,0.27777699999999994,0.414666
estate,0.238039,0.154971,0.20639000000000002,0.212531,0.151253,0.188216,1.0,0.233502,0.214401,0.171373,0.14667,0.22647399999999998,0.19070900000000002,0.199951,0.020210000000000002,0.044035000000000005,0.241302,0.14400700000000002,0.18791200000000002,0.16396200000000002
fcfp,0.30485,0.37491100000000005,0.311391,0.334488,0.35857300000000003,0.44797600000000004,0.233502,1.0,0.367159,0.343542,0.378641,0.287313,0.5070640000000001,0.604345,0.035088,0.087381,0.354498,0.37347299999999994,0.329529,0.38054899999999997
kr,0.27347,0.291189,0.29641000000000006,0.320608,0.277972,0.30995500000000004,0.214401,0.367159,1.0,0.27546200000000004,0.273418,0.287963,0.375612,0.37912199999999996,0.032094000000000004,0.07494,0.345178,0.28712200000000004,0.337436,0.298202
lingo,0.26180800000000004,0.303812,0.264574,0.25329700000000005,0.299284,0.34292700000000004,0.171373,0.343542,0.27546200000000004,1.0,0.293825,0.254374,0.36273299999999997,0.361485,0.028882000000000005,0.075555,0.2634139999999999,0.28109700000000004,0.26033700000000004,0.29551700000000003
lstar,0.269368,0.429129,0.246734,0.23754099999999997,0.427493,0.476684,0.14667,0.378641,0.273418,0.293825,1.0,0.234827,0.408439,0.47116,0.029818000000000008,0.08460100000000001,0.245984,0.418308,0.242892,0.361362
maccs,0.27188,0.238878,0.31187400000000004,0.245588,0.23546999999999998,0.269418,0.22647399999999998,0.287313,0.287963,0.254374,0.234827,1.0,0.277681,0.27652899999999997,0.025407000000000002,0.06443300000000002,0.30071800000000004,0.266461,0.25879500000000005,0.240213
map4,0.399158,0.454621,0.319038,0.346526,0.40648,0.455463,0.19070900000000002,0.5070640000000001,0.375612,0.36273299999999997,0.408439,0.277681,1.0,0.5825049999999999,0.035945000000000005,0.08810700000000002,0.34338199999999997,0.387283,0.347053,0.402854
mhfp,0.298484,0.43372800000000006,0.31963800000000003,0.331955,0.41235,0.5320090000000001,0.199951,0.604345,0.37912199999999996,0.361485,0.47116,0.27652899999999997,0.5825049999999999,1.0,0.032021,0.08827000000000003,0.348749,0.44317800000000007,0.332841,0.41429800000000006
ph2,0.032898000000000004,0.03147,0.025158000000000003,0.026534000000000002,0.027708000000000003,0.029803000000000003,0.020210000000000002,0.035088,0.032094000000000004,0.028882000000000005,0.029818000000000008,0.025407000000000002,0.035945000000000005,0.032021,1.0,0.06197500000000001,0.027357000000000006,0.030455,0.026492,0.026301000000000005
