,0
map4,1.0
fcfp,0.034497185609135186
estate,0.07362381936245573
pubchem,0.15230240792081293
rdkit,0.36831704672280846
rad2d,0.013028303594487898
ap,0.07761466826852124
ph2,0.0017179919246236718
maccs,0.2805746240694526
mhfp,1.0
lstar,0.034408479260441265
daylight,0.14135526006309032
lingo,0.03347133379759445
dfs,0.07823002802861201
asp,0.05424025714608545
ecfp,0.04321750249040732
avalon,0.33703310627582644
ph3,0.009170658332257232
tt,0.01492601414920307
kr,0.01139868047248804
