,SMILES
9451,CC(C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1
9453,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1
9454,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1
9455,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl
9456,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1
9457,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12
9458,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1
9459,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1
9462,C[C@@H]1CNS(=O)(=O)N(c2ccc3c(C#N)nccc3c2)C1
9463,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c2cnc(N)nc21
9464,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O
9465,C[C@@H](C(N)=O)[C@H](N)c1nc2cc(C(C)(C)C)ccc2[nH]1
9466,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12
9467,Cc1cc(Oc2nccc3[nH]ncc23)ccc1-c1c(C)ncnc1C
9468,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1
9470,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1
9472,CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F
9473,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
9474,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F
9475,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1
9476,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1
9477,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21
9478,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnn2c(O)cc(-c3ccccc3)nc12
9479,COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1
9480,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
9482,Cn1nccc1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1
9483,CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1
9485,CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
9487,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1
9489,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
9493,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1
9495,Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@H](N6CCCCC6)C5)c34)cnn2C)cc1
9497,CC(F)(F)CN1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O
9498,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1
9501,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
9506,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1
9509,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1
9511,O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1
9513,O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1
9515,N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1
9518,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2
9521,O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O
9523,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C
9525,O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1
9527,O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1
9529,C[C@@H](C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C)c1ccc(Br)cc1
9530,N#C[C@H](c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1
9533,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
9535,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1
9536,O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2
9538,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
9543,CCc1cccc(CC)c1NC(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1
9545,O=C1NCCc2[nH]c(-c3ccncc3)cc21
9547,CC(C)CC(=O)Nc1[nH]nc2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
9550,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2
9552,O=C(Nc1ccccc1)[C@]12C[C@H]1/C(=N\O)c1ccccc1O2
9553,CCOc1ccc(N=C(C)Nc2ccc(OCC)cc2)cc1
9554,NC(=O)NC(=O)Cc1ccccc1
9556,CCOc1ccc(NC(C)=O)cc1
9559,Cc1cc(=O)n(-c2ccccc2)n1C
9562,Nc1ccc(/N=N/c2ccccc2)c(N)n1
9566,NNCCc1ccccc1
9569,C[C@@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
9570,S=C=NCCc1ccccc1
9571,N=C(N=C(N)N)NCCc1ccccc1
9575,CN1CCC2=C(C1)[C@H](c1ccccc1)c1ccccc12
9577,O=C1c2ccccc2C(=O)C1c1ccccc1
9583,CN(C)CC[C@@H](c1ccccc1)c1ccccn1
9586,Oc1ccccc1
9587,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
9589,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
9591,c1ccc2c(c1)Nc1ccccc1S2
9594,CC(C)=C[C@H]1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
9597,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
9601,NC(=O)OCCCc1ccccc1
9602,CC[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
9603,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12
9605,CN1C(=O)C[C@H](c2ccccc2)C1=O
9607,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
9612,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
9614,O=C(Oc1ccccc1)c1ccccc1O
9616,NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(=O)O
9617,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
9618,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
9622,O=C(O)CCCc1ccccc1
9626,CNC[C@H](O)c1cccc(O)c1
9629,OCCc1ccccc1
9631,CC(=O)O[Hg]c1ccccc1
9633,O=S(=O)(F)Cc1ccccc1
9635,NC(=O)CN1C[C@H](c2ccccc2)CC1=O
9636,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
9639,CCn1c2ccccc2c2cc(CNC)ccc21
9641,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
9642,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
9643,Oc1cc(O)cc(O)c1
9645,Cc1cc(-c2nc3cc(F)ccc3s2)ccc1NC(=O)[C@@H](N)CCCCN
9646,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C
9648,On1ncc(C2CCNCC2)c1-c1cccc(-c2ccccc2)c1
9650,CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1
9654,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1
9658,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
9660,Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1
9663,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
9667,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
9669,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO
9671,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1
9674,Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1
9677,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1
9678,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)O)CC4)cc(F)cc23)cc1NS(C)(=O)=O
9679,COc1ccc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1
9680,CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1
9682,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
9684,CNC(=S)[C@@]1(c2ccccn2)CCCS1
9685,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1
9689,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
9692,NCc1cccnc1
9694,O=C(O)c1ccccn1
9696,OCc1ccccn1
9698,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
9700,CC(C)(O)[C@@H]1[C@@H]2C(=O)O[C@H]1[C@@H]1OC(=O)[C@@]34O[C@@H]3C[C@@]2(O)[C@]14C
9701,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C
9703,O=C1CC[C@@H](C(=O)O)N1
9704,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1
9707,Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1
9710,Cc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1
9712,NS(=O)(=O)C#Cc1ccccc1
9715,Cc1ccccc1-n1c(Cn2ncc3c(N)ncnc32)nc2cccc(C)c2c1=O
9717,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O
9719,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12
9720,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1
9721,O=C(O)CCCNC(=O)c1cccnc1
9722,Cc1ccnc(NC(=O)[C@H](C)c2cccc(C(=O)c3ccccc3)c2)c1
9724,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
9726,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
9731,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
9732,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1
9735,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1
9736,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
9738,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
9740,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1
9742,COc1ccc(-c2nc3ccc(C4=NNC(=O)C[C@H]4C)cc3[nH]2)cc1
9743,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F
9744,O=[N+]([O-])c1nccn1C[C@@H](O)CN1CCCCC1
9745,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
9749,C[C@@H](NC(=NC#N)Nc1ccncc1)C(C)(C)C
9752,CC1(C)[C@H]2C[C@@H]1[C@](C)(O)[C@H](O)C2
9753,COc1cc(Br)c(C[N+]2(CCOCC[C@H]3CC[C@@H]4C[C@H]3C4(C)C)CCOCC2)cc1OC
9754,Cc1cccc(C)c1NC(=O)CN1CCCCCC1
9755,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
9759,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12
9761,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
9762,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21
9764,CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1
9765,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
9767,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1
9768,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
9770,CC[N@@+]1(C)CCC[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
9773,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
9775,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O
9781,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1
9782,C1CNCCN1
9784,O=C1CNC(=O)CN1
9785,CCN1CCC[C@H](OC(=O)C(c2ccccc2)c2ccccc2)C1
9787,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
9791,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
9793,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
9796,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
9797,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
9798,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
9799,NC(=O)CN1CCCC1=O
9801,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1
9805,O=C(O)c1cc(=O)c2c3nc4ccccc4oc-3cc(=O)c2[nH]1
9806,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
9808,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
9810,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
9811,Cc1ccc(=O)n(-c2ccccc2)c1
9814,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
9815,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)N(CCCCN1CCN(c3ccccn3)CC1)C2=O
9816,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
9820,Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1
9821,C[C@H]1CCC[C@@H](C)N1CCC[C@@](O)(c1ccccc1)c1ccccn1
9822,Cc1cc(C[C@H](C)CC(C)(C)C)n(O)c(=O)c1
9823,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
9825,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
9829,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
9830,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1
9831,COc1cc(C(=O)OCc2cccc(COC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC
9832,O=c1[nH]c2ccccc2c2cc(CO)nn12
9833,O=C1C(c2ccccn2)=[N+]([O-])c2ccccc21
9835,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
9839,Clc1ccc(CCCOCCCN2CCCCC2)cc1
9842,CC(C)(C)C(=O)NCCCC(=O)O
9844,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
9845,CCCC(=O)OCOC(=O)C(C)(C)C
9846,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
9849,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
9851,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
9854,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
9857,CC[C@@H](C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1
9859,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1[nH]nc2c(F)c(F)ccc12
9861,CCCC(=O)C1CCN(c2ncnc3c2CN(C(=O)c2ccc(-c4ccccc4)cc2)CC3)CC1
9863,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1
9864,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3[C@H]4CC[C@@H]3COC4)n2)cc1
9865,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
9867,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
9871,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
9873,CC(C)(C)c1nc[nH]c1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O
9876,N[C@@H](Cc1ccc(O)cc1)C(=O)O
9878,CC1=CC(=O)c2c(O)cccc2C1=O
9879,O=C(NNc1ccccc1)c1ccncc1
9883,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
9884,Cc1noc(C)c1-c1cnc2c(-c3ccc(C(=O)O)cc3)cn([C@@H](C)c3ccccn3)c2c1
9885,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1
9887,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12
9888,O=C(O)CC[C@@H](CP(=O)(O)O)C(=O)O
9890,COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl
9894,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(C(N)=O)cc2)CC1
9895,CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1
9897,Cn1c2c(c3ccccc31)CCNCC2
9899,O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1
9902,C1CCC(N=C(NC23CC4CC(CC(C4)C2)C3)N2CCOCC2)CC1
9903,Cc1ccc(/C=N/NC(=O)c2ccccc2Oc2ccccc2)o1
9906,Cc1cc2c(N3CCCC3)nc(N3CCCC3)nc2n1C
9907,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1
9908,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
9910,O=C1CCN[Zn]OC(=O)[C@H](Cc2cnc[nH]2)N1
9911,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
9912,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
9914,O=c1nc[nH]c2c1ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@H]1O
9915,CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O
9917,CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
9918,Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
9921,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
9923,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
9924,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
9926,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O
9930,I.[K]
9932,Nc1ccc(C(=O)O)cc1
9934,Cc1ncccc1OC[C@@H]1CCCN1
9935,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1
9937,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
9940,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1
9943,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
9947,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
9950,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1
9953,COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12
9955,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12
9959,N#CSc1cc(SC#N)c(N)nc1N
9962,CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1
9964,Nc1ncnc2c1ncn2CCOC[P@@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1
9965,C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
9967,C[n+]1ccccc1/C=N/O
9970,C[n+]1ccccc1CN=O
9971,C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](C)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
9972,CCCN[C@H]1CCc2nc(N)sc2C1
9976,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
9978,CCCCOc1ccc(OCCCN2CCOCC2)cc1
9981,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
9982,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
9985,C[C@@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
9989,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1
9990,CC(=O)Oc1cc2c(s1)CCN([C@@H](C(=O)C1CC1)c1ccccc1F)C2
9994,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1
9995,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
9999,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1
10001,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
10005,O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1
10008,CCCN1CCC[C@H](c2cccc(O)c2)C1
10009,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C
10010,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
10012,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
10013,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@@H](O)C[C@@]21C
10016,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
10017,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
10018,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C
10019,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
10023,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
