,SMILES
3978,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
3981,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
3982,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
3984,Cc1ncc([N+](=O)[O-])n1C[C@@H](CN1CCOCC1)OP(=O)(O)O
3985,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
3987,Fc1cccc(/C=N/N=C/c2cccc(F)c2)c1
3989,CN1CCN(c2ccc(/C=C(\C#N)c3ccccc3Br)cc2)CC1
3991,O=C(O)CCCN1CCC[C@H]1COc1ccc(Oc2ccc(Cl)cc2)cc1
3992,CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
3995,CCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCC)cc2)cc1
3997,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
4001,CC(=O)Nc1ccc(OC(C)=O)cc1
4003,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
4004,O[C@H]([C@@H]1CO1)[C@@H](O)[C@H]1CO1
4006,N#C[C@H](Cc1ccc(O)cc1)c1ccc(O)cc1
4008,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
4010,COc1ccc(Cc2cnc(N)nc2N)cc1OC
4012,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
4016,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1
4017,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
4019,c1ccc2c(c1)sc1ccccc12
4022,CCCCOC(=O)c1ccccc1C(=O)OCCCC
4024,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C
4028,O=C(O)C(Cl)Cl.[Na]
4030,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
4032,COP(=O)(OC)OC=C(Cl)Cl
4034,N#C[C@H](c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
4037,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
4041,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
4043,COc1ccc2c(c1)CN(C)C[C@H]2c1ccc(Cl)c(Cl)c1
4045,O=C(N[C@@H](O)C(Cl)(Cl)Cl)N[C@H](O)C(Cl)(Cl)Cl
4047,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
4051,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
4053,C1CCC(NC2CCCCC2)CC1
4055,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
4058,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
4061,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1
4062,O=C(NO)c1ccc(O)c(O)c1
4063,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
4065,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
4067,CCN(CC)C(=O)N1CCN(C)CC1
4069,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
4071,CCN(CC)C(=O)c1cccc(C)c1
4073,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1
4074,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
4075,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1
4078,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
4079,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
4080,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12
4081,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
4083,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
4084,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
4086,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
4087,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
4090,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2
4092,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
4095,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
4098,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
4102,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O
4106,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O
4107,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]21C
4108,O=C(CO)CO
4109,N[C@@H](C(=O)O)c1cc(O)cc(O)c1
4111,O=C(O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1
4112,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
4114,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F
4115,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1
4116,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
4120,COC(=O)c1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1
4121,CN(C)CCCSC(=N)N
4124,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
4125,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
4128,OC[C@@H](S)CS
4130,O=C(O)[C@H](S)[C@H](S)C(=O)O
4132,O=S(=O)(O)CCSSCCS(=O)(=O)O
4135,CC1(C)OC(=O)NC1=O
4136,C[Si](C)(C)O[Si](C)(C)C
4137,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
4139,CCCCc1cc2ccccc2c(OCCN(C)C)n1
4141,COC(=O)/C=C/C(=O)OC
4144,CO[C@H]1CO[C@@H]2[C@H]1OC[C@H]2OC
4146,Cc1ncc([N+](=O)[O-])n1C
4147,N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1
4150,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
4152,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12
4154,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
4156,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O
4158,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
4160,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O
4161,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2
4163,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O
4165,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
4169,COc1ccc(C(=O)c2ccccc2O)c(O)c1
4171,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
4173,O=C(Nc1ccccc1)OC[C@@H](CN1CCCCC1)OC(=O)Nc1ccccc1
4176,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
4178,O=c1c(-c2ccccc2)c1-c1ccccc1
4180,CN(C)CCOC(c1ccccc1)c1ccccc1
4182,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
4184,c1ccc2c(c1)[I]c1ccccc1-2
4186,N=C(Nc1ccccc1)Nc1ccccc1
4188,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
4191,CNC[C@@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
4193,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1
4195,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C
4196,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
4202,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O
4204,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
4205,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
4212,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O
4213,O=C(O)CCCCCCCCC(=O)O
4214,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
4217,CCN(CC)C(=S)SSC(=S)N(CC)CC
4220,Oc1cccc2cc3cccc(O)c3c(O)c12
4221,CCN(CC)C(=S)S
4223,Cc1ccccc1NC(=N)Nc1ccccc1C
4225,CCOC(=S)SSC(=S)OCC
4227,C[C@H](CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
4228,C[C@@]12N[C@@H](Cc3ccccc31)c1ccccc12
4231,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
4235,CN(C)c1ccc(/C=C2\CCCN=C2c2cccnc2)cc1
4238,COc1cccc(/C=N/N=C/c2cccc(OC)c2)c1
4240,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
4243,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1
4245,COc1cc(C=O)c([N+](=O)[O-])cc1OC
4247,O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21
4250,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2
4252,O=S(=O)(O)C[C@@H](S)CS
4253,CS(C)=O.CS(C)=O
4254,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O
4258,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
4263,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
4264,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
4267,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
4269,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC
4270,CCCCCCCCCCCCCCCCCCCCCCO
4274,CCCC[C@H](CC)COC(=O)[C@H](CC(=O)OC[C@H](CC)CCCC)S(=O)(=O)O
4276,CCCCCCCCCCCCOS(=O)(=O)O
4277,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1
4278,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
4282,O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
4285,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
4287,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21
4288,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
4290,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
4293,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2
4295,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1
4296,NCCc1ccc(O)c(O)c1
4299,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
4302,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
4303,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
4304,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
4309,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
4311,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
4312,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21
4314,O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1
4315,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
4321,CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
4324,COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC
4325,CN(C)CC/C=C1/c2ccccc2COc2ccccc21
4327,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](C)C(C)C)C[C@@H](O)C[C@@H]1O
4330,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
4333,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
4336,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
4342,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
4345,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
4347,CN(C(=S)NN=C(c1ccccn1)c1ccccn1)C1CCCCC1
4348,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNCc1cccc(F)c1)C(C)(C)C)S(=O)(=O)c1cccc(N)c1
4349,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O
4351,N#Cc1cc2c(OC[C@H](O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1
4352,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1
4354,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
4356,Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)[C@H](c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1
4358,Cc1nc(=O)c2c([nH]1)CCSC2
4360,O=C1Nc2ccc(Cl)c3c2[C@@]1(CCCCN1CC=C(c2ccc(Cl)cc2)CC1)CCC3
4362,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
4365,CCN(CC)CCOC(=O)[C@H](c1ccccc1)C1CCCCC1
4367,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1
4368,CCC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@H]4CC(=O)[C@@H](C)C[C@@]4(C)[C@@H]3CC[C@@]12C
4369,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
4371,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
4374,OC[C@@H](O)CN1CCN(c2ccccc2)CC1
4378,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
4382,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC
4384,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O
4386,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
4389,Cc1cc(Cl)ccc1OCCCC(=O)NO
4390,O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccc(Cl)cc1
4393,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1
4394,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
4395,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1
4397,N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O
4399,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
4402,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1
4405,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
4407,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
4409,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1
4411,COCCCc1ccc2oc(-c3ccc(OC)c(OC)c3)cc2c1
4412,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1
4415,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
4420,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
4424,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2cc1O
4427,CCCCCCCCNC(=O)/C(C#N)=C/c1cn(CCCN(C)C)c2ccccc12
4429,Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O
4432,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc2ccccc2c1
4433,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1
4435,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1
4438,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=N)N
4439,CCCCCCCCC/C(=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O
4440,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1
4441,O=C1NNc2nc(CN3Cc4ccccc4C3)nc3cccc1c23
4444,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12
4445,COCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)c1nc(-c2ccccc2)cs1
4447,Nc1ncnc2c1ncn2[C@H]1O[C@@H](C(=O)N2CCN(CC(=O)Nc3cccc4c3CNC4=O)CC2)[C@H](O)[C@@H]1O
4449,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
4451,CCOC(=O)[C@@H]1CN(Cc2ccccc2)C(=O)C1=O
4452,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
4455,O=c1c2ccccc2[se]n1-c1ccccc1
4456,COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C
4458,CC1(C)CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21
4460,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1
4461,CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2
4462,CC1(C)[C@H]2CC[C@]1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)[C@@]3(CS(=O)(=O)O)CC[C@@H]2C3(C)C)cc1
4463,CS[C@H]1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C
4464,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
4467,CC1=NCC[C@@H](C(=O)O)N1
4469,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2SC(=O)NC2=O)c2sccc12
4470,Cc1cc(=O)n(-c2ccccc2)[nH]1
4477,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCNC(=O)c1ccccc1O
4478,CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC
4480,C[C@@H](O)CN(CCN(C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O
4482,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21
4483,OC1CN(CCCOCCc2ccc3sccc3c2)C1
4484,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
4485,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
4487,CC[N+](C)(C)c1cccc(O)c1
4489,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
4491,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1
4492,O=C(Cn1ccnc1[N+](=O)[O-])NCC(F)(F)C(F)(F)F
4493,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1
4495,CCC1(C2=NCCN2)Cc2ccccc2O1
4497,Cc1cc(Oc2ccc3nc(COc4ccc(C[C@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N
4499,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
4501,C=C1CCN([C@H](C)[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
4502,O=C(O)COCCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
4503,NCCCC(N)(C(=O)O)C(F)F
4504,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
4505,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)[C@H](c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
4507,N=C(N)NCCC[C@H](NC(=O)c1sccc1NS(=O)(=O)c1cccc2nsnc12)C(=O)O
4509,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1
4511,N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
4513,CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc21
4515,CCC(CC)n1ccc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(C#N)cc21
4516,CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C
4518,CCSC(=N)N
4520,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1
4521,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2
