,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.11174171,0.34238344,0.07331168,0.4132523,0.14827743,0.19657595,0.27661735,0.019788587,0.06009617,0.41011274,0.1931039,0.23388284,0.12669633,0.49190652,0.08493045,0.07031956,0.050260972,0.12506391,0.7448316,0.57825875
STD,0.048406135,0.17480943,0.074736044,0.15025975,0.07224179,0.11081191,0.15028214,0.030332845,0.048727304,0.16370426,0.1134748,0.14256947,0.08529221,0.18165326,0.049367618,0.04324413,0.021000065,0.05985993,0.28035507,0.30014825
Median,0.10752688,0.3267974,0.05376344,0.4090909,0.13846155,0.18309858,0.26006192,0.0107421875,0.052734375,0.39423078,0.16996047,0.21019109,0.11363637,0.5,0.07692308,0.06360424,0.048022598,0.11764706,0.875,0.63829786
Percentile: 5,0.045454547,0.08163265,0.0,0.16666667,0.053333335,0.04118993,0.060606062,0.0,0.0,0.1633987,0.059139784,0.047169812,0.01754386,0.1875,0.025,0.019543974,0.025974026,0.04587156,0.2,0.016574586
Percentile: 10,0.058139537,0.11627907,0.0,0.22,0.06837607,0.06351183,0.09276018,0.0,0.009765625,0.20915033,0.07522124,0.07017544,0.031746034,0.25,0.034042552,0.02739726,0.030534351,0.06,0.375,0.14754099
Percentile: 15,0.06741573,0.14705883,0.012048192,0.25714287,0.08,0.08143322,0.11895425,0.0,0.016601562,0.24215247,0.08810572,0.08928572,0.04347826,0.30769232,0.04129464,0.033333335,0.033653848,0.0703125,0.45454547,0.2264151
Percentile: 20,0.07462686,0.17757009,0.016666668,0.2857143,0.08955224,0.09739634,0.14230397,0.0009765625,0.022460938,0.26857144,0.09968847,0.10714286,0.054545455,0.33333334,0.047529705,0.038348082,0.03618421,0.07865169,0.5,0.2771739
Percentile: 25,0.08108108,0.20618556,0.022222223,0.3114754,0.09859155,0.11227154,0.16370809,0.001953125,0.02734375,0.29182878,0.1106383,0.125,0.06451613,0.36363637,0.053097345,0.04283802,0.03846154,0.08609272,0.5,0.315
Percentile: 30,0.08695652,0.23232323,0.028037382,0.33333334,0.10714286,0.12663755,0.18385291,0.00390625,0.033203125,0.31355932,0.12162162,0.14141414,0.07446808,0.4,0.0581761,0.047058824,0.040462427,0.092857145,0.53333336,0.37037036
Percentile: 35,0.09210526,0.25641027,0.033898305,0.35365853,0.11494253,0.14074074,0.20323886,0.0048828125,0.038085938,0.33476394,0.1328125,0.15789473,0.08421053,0.41666666,0.06294416,0.051150896,0.042402826,0.09917355,0.625,0.43119267
Percentile: 40,0.097345136,0.27963525,0.04,0.37254903,0.12280702,0.15476191,0.22206704,0.0068359375,0.04296875,0.3548387,0.1446541,0.17486338,0.09375,0.44444445,0.06755127,0.055226825,0.044280443,0.10526316,0.75,0.4888889
Percentile: 45,0.102564104,0.3030303,0.046511628,0.39130434,0.13043478,0.16883117,0.24085365,0.0087890625,0.047851562,0.37451738,0.15697674,0.1923077,0.10344828,0.46153846,0.072164945,0.05936073,0.046153847,0.11111111,0.75,0.5689655
Percentile: 50,0.10752688,0.3267974,0.05376344,0.4090909,0.13846155,0.18309858,0.26006192,0.0107421875,0.052734375,0.39423078,0.16996047,0.21019109,0.11363637,0.5,0.07692308,0.06360424,0.048022598,0.11764706,0.875,0.63829786
Percentile: 55,0.112676054,0.3515625,0.06140351,0.42857143,0.14666666,0.1978022,0.2799043,0.013671875,0.057617188,0.41450778,0.18367347,0.22900763,0.123809524,0.5,0.081858404,0.06802721,0.05,0.123893805,0.875,0.7090909
Percentile: 60,0.11764706,0.3780822,0.069767445,0.4473684,0.15517241,0.21311475,0.30058652,0.015625,0.0625,0.4360465,0.19799499,0.24855492,0.13461539,0.53846157,0.08716707,0.07272727,0.051948052,0.13043478,1.0,0.74603176
Percentile: 65,0.12345679,0.40625,0.07920792,0.46753246,0.1641791,0.22929937,0.32229233,0.018554688,0.068359375,0.45945945,0.21341464,0.26966292,0.14634146,0.5555556,0.09295775,0.0777439,0.054054055,0.13768116,1.0,0.78333336
Percentile: 70,0.12941177,0.43609023,0.08974359,0.4893617,0.17431192,0.24675325,0.34534696,0.022460938,0.07421875,0.4853801,0.23026316,0.29245284,0.15873016,0.5833333,0.09943715,0.083333336,0.05637255,0.14545454,1.0,0.80851066
Percentile: 75,0.13636364,0.4680851,0.10204082,0.5116279,0.185567,0.26597938,0.37039313,0.026367188,0.08203125,0.51449275,0.24924012,0.31756756,0.17283951,0.61538464,0.106884055,0.08953168,0.05897436,0.15384616,1.0,0.82978725
Percentile: 80,0.144,0.5033784,0.11702128,0.53846157,0.2,0.28787878,0.3989071,0.032226562,0.08984375,0.5483871,0.27129337,0.3467742,0.1891892,0.64285713,0.11578947,0.096804515,0.06198347,0.16455697,1.0,0.86440676
Percentile: 85,0.15322581,0.54379565,0.13636364,0.56962025,0.21428572,0.31390134,0.43348187,0.0390625,0.10058594,0.5886076,0.2987952,0.38271606,0.20895523,0.6666667,0.12706271,0.105820104,0.065727696,0.17741935,1.0,0.9206349
Percentile: 90,0.16666667,0.5905512,0.1632653,0.6097561,0.23684211,0.3472222,0.47880796,0.048828125,0.115234375,0.63870966,0.33707866,0.43065694,0.2361111,0.72727275,0.14258002,0.118158124,0.070881225,0.1954023,1.0,0.9375
Percentile: 95,0.1884058,0.64965194,0.21052632,0.6666667,0.27450982,0.3975535,0.5487288,0.06738281,0.140625,0.7058824,0.4050633,0.5049505,0.28,0.8,0.16898608,0.13926499,0.07984032,0.22619048,1.0,0.984127
