,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.112167805,0.34260094,0.073610045,0.41315016,0.1484221,0.1968872,0.27679583,0.019947747,0.060291238,0.41086054,0.19433145,0.23495941,0.12706697,0.4933321,0.08511807,0.07043725,0.050379958,0.12556164,0.747155,0.5805477
STD,0.0483287,0.17288375,0.07415925,0.1503754,0.07244193,0.11067849,0.14960302,0.03029509,0.048802186,0.16214976,0.114369236,0.14302361,0.08568364,0.1823169,0.04930627,0.043179255,0.020953948,0.059916116,0.27995473,0.29803935
Median,0.10778443,0.3245283,0.054054055,0.4090909,0.13846155,0.18347107,0.26036584,0.0107421875,0.052734375,0.39506173,0.17142858,0.2109375,0.11363637,0.5,0.076819405,0.06363636,0.048148148,0.11805555,0.875,0.63829786
Percentile: 5,0.04597701,0.084415585,0.0,0.16666667,0.053333335,0.04117647,0.060728744,0.0,0.0,0.16666667,0.05882353,0.04761905,0.01724138,0.18181819,0.025236594,0.019480519,0.026086956,0.046511628,0.2,0.017441861
Percentile: 10,0.05882353,0.119760476,0.0,0.22,0.06818182,0.06392694,0.09476309,0.0,0.009765625,0.2128514,0.0751634,0.070866145,0.03125,0.25,0.034688994,0.027638191,0.03064067,0.060869563,0.375,0.15625
Percentile: 15,0.067567565,0.15165877,0.012345679,0.25714287,0.07964602,0.08200734,0.12083333,0.0,0.015625,0.24509804,0.08812261,0.08974359,0.04347826,0.30769232,0.042021923,0.033639144,0.033766232,0.07096774,0.46153846,0.23529412
Percentile: 20,0.075,0.1826484,0.017094018,0.2857143,0.08928572,0.098086126,0.14391144,0.0009765625,0.022460938,0.27102804,0.1,0.10752688,0.054054055,0.33333334,0.048143055,0.038647342,0.03631285,0.07936508,0.5,0.28
Percentile: 25,0.08139535,0.21072797,0.022727273,0.3116883,0.09836066,0.11304348,0.16491754,0.001953125,0.02734375,0.2936508,0.11111111,0.125,0.06451613,0.36363637,0.053511705,0.04310345,0.038575668,0.08661418,0.5,0.32142857
Percentile: 30,0.08695652,0.2356021,0.028301887,0.33333334,0.10666667,0.12745099,0.18468732,0.00390625,0.033203125,0.31506848,0.12227074,0.14166667,0.07446808,0.4,0.058411215,0.0472973,0.040609136,0.093333334,0.53846157,0.375
Percentile: 35,0.09248555,0.2580645,0.03409091,0.3529412,0.114754096,0.14150943,0.2037037,0.0048828125,0.038085938,0.33576643,0.133829,0.15846995,0.084337346,0.41666666,0.0630517,0.051359516,0.04255319,0.1,0.625,0.43548387
Percentile: 40,0.09756097,0.27963525,0.04040404,0.37254903,0.12264151,0.1554054,0.222334,0.0068359375,0.04296875,0.35582823,0.14583333,0.1754386,0.09375,0.45454547,0.067567565,0.055374593,0.044444446,0.105882354,0.75,0.5
Percentile: 45,0.10273973,0.30169493,0.046875,0.390625,0.13043478,0.16935484,0.24123879,0.0087890625,0.047851562,0.3754386,0.1583851,0.19285715,0.10377359,0.46153846,0.07212476,0.05944056,0.046296295,0.112,0.75,0.5744681
Percentile: 50,0.10778443,0.3245283,0.054054055,0.4090909,0.13846155,0.18347107,0.26036584,0.0107421875,0.052734375,0.39506173,0.17142858,0.2109375,0.11363637,0.5,0.076819405,0.06363636,0.048148148,0.11805555,0.875,0.63829786
Percentile: 55,0.11290322,0.34857142,0.061728396,0.42857143,0.14666666,0.19800885,0.27994013,0.013671875,0.057617188,0.41538462,0.185,0.22962964,0.125,0.5,0.08175182,0.06802721,0.05,0.124223605,0.875,0.7096774
Percentile: 60,0.11827957,0.37462234,0.07017544,0.44642857,0.1553398,0.21316615,0.30028328,0.015625,0.0625,0.43678162,0.19945355,0.25,0.13513513,0.53846157,0.087051146,0.07269503,0.05206074,0.13095239,1.0,0.74603176
Percentile: 65,0.12371134,0.4030303,0.07954545,0.46666667,0.16438356,0.2292683,0.3214826,0.018554688,0.068359375,0.4600939,0.21487603,0.27083334,0.14666666,0.5625,0.092850514,0.077738516,0.054187194,0.13793103,1.0,0.78333336
Percentile: 70,0.12987013,0.4335443,0.09016393,0.48863637,0.17460318,0.24666667,0.34411085,0.022460938,0.07519531,0.4857143,0.23170732,0.29411766,0.1594203,0.5833333,0.09934854,0.083333336,0.056497175,0.14583333,1.0,0.80851066
Percentile: 75,0.13636364,0.46629214,0.102564104,0.51111114,0.18604651,0.26589596,0.36901864,0.026367188,0.08203125,0.5146199,0.25,0.3197279,0.17391305,0.61538464,0.10686016,0.08957655,0.05907781,0.15469614,1.0,0.828125
Percentile: 80,0.14444445,0.5025773,0.11764706,0.53846157,0.2,0.28783384,0.39770555,0.032226562,0.09082031,0.54787236,0.27272728,0.34951457,0.1904762,0.64285713,0.11583924,0.09692029,0.062111802,0.16483517,1.0,0.86440676
Percentile: 85,0.15384616,0.5435898,0.13725491,0.56962025,0.21568628,0.31396958,0.4327453,0.0390625,0.1015625,0.5874126,0.30057803,0.38562092,0.21052632,0.6875,0.12719606,0.10598504,0.06584362,0.1780822,1.0,0.91935486
Percentile: 90,0.16666667,0.59,0.16438356,0.6097561,0.23809524,0.3474962,0.47881356,0.049804688,0.11621094,0.6363636,0.3394683,0.43333334,0.23809524,0.72727275,0.1427614,0.118303575,0.07100592,0.19587629,1.0,0.9375
Percentile: 95,0.18947369,0.6482412,0.2112676,0.6666667,0.275,0.39814815,0.54948217,0.068359375,0.14160156,0.70408165,0.4090909,0.50666666,0.2820513,0.8,0.16937554,0.13937283,0.079918034,0.22666667,1.0,0.984127
