,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.112342924,0.34517008,0.073455356,0.41455406,0.14872089,0.19868773,0.27842388,0.019781612,0.06049904,0.4107339,0.1942929,0.23672429,0.12719981,0.49703267,0.08529849,0.07056817,0.050450847,0.124960914,0.7488539,0.5803159
STD,0.047588356,0.17430793,0.07310689,0.14938109,0.07146461,0.11061676,0.15057862,0.02905279,0.047704455,0.16146734,0.11300488,0.14170425,0.08422993,0.18060713,0.048692133,0.04229589,0.020345395,0.058769844,0.27747422,0.29763922
Median,0.108333334,0.32919255,0.054347824,0.41095892,0.1392405,0.18539326,0.261459,0.0107421875,0.052734375,0.39583334,0.171875,0.21428572,0.114583336,0.5,0.07699805,0.063872255,0.048275862,0.11764706,0.875,0.63829786
Percentile: 5,0.046153847,0.08490566,0.0,0.16949153,0.05376344,0.04263566,0.06221889,0.0,0.0,0.16831683,0.05940594,0.05,0.017857144,0.2,0.02601156,0.020325202,0.026402641,0.046728972,0.25,0.046875
Percentile: 10,0.05882353,0.119521916,0.0,0.22222222,0.06896552,0.065318815,0.09610706,0.0,0.0107421875,0.2125,0.07575758,0.07317073,0.032258064,0.26666668,0.03508772,0.028077753,0.03088803,0.060606062,0.375,0.15384616
Percentile: 15,0.06818182,0.15053764,0.012658228,0.25974026,0.08045977,0.083333336,0.12157107,0.0,0.016601562,0.24401914,0.088757396,0.09259259,0.044444446,0.30769232,0.042119566,0.033898305,0.033980582,0.07079646,0.46666667,0.23529412
Percentile: 20,0.0754717,0.18095239,0.01754386,0.2888889,0.09090909,0.099616855,0.14377406,0.0009765625,0.022460938,0.26993865,0.10055866,0.11111111,0.055555556,0.33333334,0.048101265,0.038781162,0.03649635,0.07920792,0.5,0.28
Percentile: 25,0.08196721,0.20963173,0.023255814,0.31343284,0.0990099,0.114754096,0.16441005,0.0029296875,0.028320312,0.2932331,0.11178248,0.12820514,0.06557377,0.375,0.053435113,0.0432,0.038732395,0.086419754,0.5,0.3197279
Percentile: 30,0.08759124,0.23577236,0.028571429,0.33333334,0.10752688,0.1292517,0.18413174,0.00390625,0.033203125,0.315,0.122994654,0.14492753,0.0754717,0.4,0.058359623,0.047368422,0.04076087,0.0931677,0.53333336,0.37254903
Percentile: 35,0.093023255,0.2596154,0.03448276,0.35526314,0.115384616,0.14336284,0.20357941,0.005859375,0.038085938,0.33587787,0.13445379,0.16167665,0.08510638,0.42857143,0.063025214,0.05142857,0.04269663,0.09933775,0.625,0.43333334
Percentile: 40,0.09821428,0.2825112,0.040816326,0.375,0.12328767,0.15725806,0.2227764,0.0068359375,0.04296875,0.3562753,0.14641744,0.17857143,0.0952381,0.45454547,0.06759443,0.055513307,0.044568244,0.10526316,0.75,0.4918033
Percentile: 45,0.10344828,0.30555555,0.04761905,0.39240506,0.13114753,0.17120622,0.24195121,0.0087890625,0.047851562,0.37603307,0.15884477,0.19617225,0.104477614,0.46666667,0.072210066,0.059625212,0.046413504,0.11111111,0.75,0.5744681
Percentile: 50,0.108333334,0.32919255,0.054347824,0.41095892,0.1392405,0.18539326,0.261459,0.0107421875,0.052734375,0.39583334,0.171875,0.21428572,0.114583336,0.5,0.07699805,0.063872255,0.048275862,0.11764706,0.875,0.63829786
Percentile: 55,0.11340206,0.3538961,0.062015504,0.42857143,0.14754099,0.2,0.2813653,0.013671875,0.057617188,0.4162896,0.1855346,0.23287672,0.125,0.5,0.08202834,0.068306014,0.05019305,0.123809524,0.875,0.7096774
Percentile: 60,0.118644066,0.38043478,0.07042254,0.44871795,0.15625,0.21518987,0.30185184,0.015625,0.06347656,0.43786982,0.2,0.2524272,0.13559322,0.53846157,0.08742331,0.0729927,0.052173913,0.13043478,1.0,0.74603176
Percentile: 65,0.12413793,0.40873015,0.07964602,0.46875,0.16504854,0.23137255,0.32360405,0.01953125,0.06933594,0.4608295,0.21527778,0.27272728,0.14705883,0.5714286,0.09330406,0.07803993,0.054285713,0.1375,1.0,0.78333336
Percentile: 70,0.13017751,0.4389439,0.09009009,0.49019608,0.17518248,0.24886191,0.34691358,0.022460938,0.07519531,0.4861111,0.23214285,0.29545453,0.1594203,0.5882353,0.0998782,0.083596215,0.056603774,0.14516129,1.0,0.80851066
Percentile: 75,0.1368421,0.47126436,0.10236221,0.51282054,0.18644068,0.26819924,0.37254903,0.026367188,0.08203125,0.51428574,0.25105485,0.32051283,0.17333333,0.61538464,0.10741688,0.08986175,0.0591716,0.15384616,1.0,0.82978725
Percentile: 80,0.14450867,0.506993,0.1171875,0.53968257,0.2,0.2902299,0.4017094,0.032226562,0.09082031,0.5470086,0.27309236,0.3493976,0.18965517,0.64285713,0.11642051,0.09719626,0.062176164,0.16428572,1.0,0.86440676
Percentile: 85,0.15384616,0.5472155,0.13636364,0.5714286,0.21538462,0.31636363,0.43719512,0.0390625,0.1015625,0.5858586,0.30050504,0.3846154,0.20952381,0.6923077,0.12774451,0.10626186,0.065891474,0.17708333,1.0,0.9166667
Percentile: 90,0.16666667,0.5929919,0.16296296,0.6097561,0.23728813,0.34979424,0.48313984,0.048828125,0.115234375,0.63461536,0.3382353,0.43209878,0.23636363,0.72727275,0.14325324,0.11856618,0.07100592,0.19444445,1.0,0.9375
Percentile: 95,0.18867925,0.65091866,0.20895523,0.6666667,0.27419356,0.4,0.5534659,0.06738281,0.140625,0.7022472,0.4051724,0.5050505,0.27941176,0.8,0.16954023,0.13946587,0.079822615,0.225,1.0,0.984127
