,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.111424714,0.3408806,0.07333479,0.41040635,0.1481787,0.19636028,0.2760115,0.019543866,0.060166605,0.40943787,0.19247293,0.23382404,0.12629952,0.49149922,0.08455673,0.07001532,0.050211415,0.124636896,0.74520326,0.58121586
STD,0.048096653,0.17420417,0.07371007,0.15037756,0.07191118,0.11033778,0.15083519,0.029136956,0.048112243,0.16286337,0.112366594,0.14171517,0.08426998,0.18087131,0.048636626,0.04239124,0.020549929,0.059369013,0.28172308,0.29978338
Median,0.10714286,0.32512316,0.054054055,0.40677965,0.13846155,0.18354431,0.2600455,0.0107421875,0.052734375,0.39461884,0.17035398,0.21,0.11363637,0.5,0.07668712,0.063432835,0.048034936,0.11764706,0.875,0.6393443
Percentile: 5,0.04477612,0.08080808,0.0,0.1632653,0.05263158,0.040590405,0.05704403,0.0,0.0,0.16410257,0.058020476,0.048076924,0.01754386,0.1875,0.024590164,0.01923077,0.02586207,0.045454547,0.1875,0.015075377
Percentile: 10,0.057692308,0.11610487,0.0,0.21686748,0.06818182,0.06315789,0.09098639,0.0,0.009765625,0.20960699,0.07450981,0.071428575,0.031578947,0.25,0.03409091,0.027272727,0.030470913,0.05970149,0.375,0.13636364
Percentile: 15,0.06666667,0.1459854,0.0121951215,0.2542373,0.08,0.08130081,0.11811652,0.0,0.016601562,0.24206349,0.0877193,0.09090909,0.04347826,0.30769232,0.041347627,0.033333335,0.033632286,0.07,0.4375,0.22807017
Percentile: 20,0.074074075,0.17624521,0.016949153,0.2835821,0.08955224,0.097457625,0.14144737,0.0009765625,0.022460938,0.2685185,0.09962406,0.108333334,0.054545455,0.33333334,0.047477745,0.038369305,0.036199097,0.078431375,0.5,0.2802198
Percentile: 25,0.08064516,0.20472442,0.022727273,0.30882353,0.09836066,0.1125,0.16298021,0.001953125,0.028320312,0.2918455,0.11111111,0.125,0.06481481,0.36363637,0.052941177,0.042857144,0.03846154,0.08571429,0.5,0.32596686
Percentile: 30,0.086419754,0.2310231,0.028169014,0.33333334,0.10666667,0.12704918,0.18323746,0.00390625,0.033203125,0.3137255,0.12195122,0.1420765,0.07462686,0.4,0.057971016,0.047058824,0.04048583,0.09259259,0.53846157,0.3809524
Percentile: 35,0.09195402,0.25531915,0.03409091,0.3508772,0.114754096,0.1412844,0.20265152,0.0048828125,0.038085938,0.33492824,0.13333334,0.15853658,0.08450704,0.41666666,0.062730625,0.05111821,0.042424243,0.0989011,0.625,0.44366196
Percentile: 40,0.097087376,0.2783505,0.04,0.369863,0.12264151,0.1553398,0.22176422,0.0068359375,0.04296875,0.35502958,0.14529915,0.17514125,0.09375,0.44444445,0.067336686,0.055155877,0.044303797,0.10526316,0.75,0.5
Percentile: 45,0.10204082,0.30133334,0.046875,0.3882353,0.13043478,0.16938776,0.24093817,0.0087890625,0.047851562,0.375,0.15755627,0.1923077,0.10344828,0.46153846,0.07195122,0.05923345,0.046153847,0.11111111,0.75,0.58181816
Percentile: 50,0.10714286,0.32512316,0.054054055,0.40677965,0.13846155,0.18354431,0.2600455,0.0107421875,0.052734375,0.39461884,0.17035398,0.21,0.11363637,0.5,0.07668712,0.063432835,0.048034936,0.11764706,0.875,0.6393443
Percentile: 55,0.11235955,0.35014006,0.06153846,0.42553192,0.14666666,0.19806764,0.2795341,0.0126953125,0.057617188,0.41509435,0.18382353,0.22857143,0.123595506,0.5,0.08163265,0.06782334,0.05,0.123595506,0.875,0.71428573
Percentile: 60,0.11764706,0.37677053,0.07,0.44444445,0.15517241,0.21317829,0.29971182,0.015625,0.0625,0.43661973,0.1980198,0.248,0.13461539,0.53846157,0.08695652,0.07248521,0.051948052,0.13043478,1.0,0.74603176
Percentile: 65,0.12328767,0.40495867,0.07936508,0.46478873,0.1641791,0.22911051,0.3211792,0.018554688,0.068359375,0.4597701,0.21319798,0.26890758,0.14583333,0.5555556,0.09271523,0.0775076,0.054054055,0.13740458,1.0,0.78333336
Percentile: 70,0.12931034,0.43493152,0.09,0.4864865,0.17460318,0.24633822,0.34433284,0.022460938,0.07519531,0.4852941,0.22978723,0.29166666,0.15853658,0.5833333,0.09917355,0.08303249,0.05639098,0.14503817,1.0,0.80851066
Percentile: 75,0.136,0.46728972,0.102564104,0.50980395,0.18571429,0.2653846,0.37025705,0.026367188,0.08203125,0.5137931,0.24844721,0.31707317,0.1724138,0.61538464,0.10659341,0.08926876,0.05899705,0.15384616,1.0,0.82978725
Percentile: 80,0.144,0.50289017,0.11764706,0.5365854,0.2,0.28716215,0.39975247,0.03125,0.09082031,0.54658383,0.27027026,0.3464567,0.18867925,0.64285713,0.11544991,0.096551724,0.062015504,0.16428572,1.0,0.86440676
Percentile: 85,0.15343915,0.54265404,0.1368421,0.5675676,0.21538462,0.3131313,0.4348602,0.0390625,0.1015625,0.5858586,0.29739776,0.38235295,0.20833333,0.6666667,0.12661499,0.10552764,0.065789476,0.17708333,1.0,0.9183673
Percentile: 90,0.16666667,0.5880759,0.16363636,0.60714287,0.23728813,0.34653464,0.4798557,0.048828125,0.11621094,0.6354167,0.33522728,0.43010753,0.23529412,0.72727275,0.14192708,0.11776859,0.07094595,0.19480519,1.0,0.9375
Percentile: 95,0.18888889,0.64576805,0.21052632,0.6666667,0.27450982,0.39687762,0.54911435,0.06640625,0.14160156,0.7037037,0.4017857,0.5043478,0.2777778,0.8,0.16806723,0.13872832,0.079831935,0.22535211,1.0,0.984375
