,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.1122457,0.34377205,0.07431075,0.41403988,0.1482021,0.19731519,0.27941543,0.01948388,0.060044143,0.41141966,0.19331141,0.23423746,0.12639405,0.49279028,0.085170455,0.07040627,0.05033415,0.12538409,0.73960114,0.576283
STD,0.048034586,0.17313719,0.07425703,0.14968346,0.07189066,0.11142892,0.15021355,0.029194016,0.047955208,0.16400526,0.11229917,0.14230156,0.084652536,0.18279238,0.048571363,0.042512488,0.02039063,0.05928045,0.2860368,0.30426204
Median,0.10810811,0.3265306,0.05479452,0.4107143,0.1388889,0.18421052,0.26339287,0.0107421875,0.052734375,0.39673913,0.1716418,0.21100917,0.11363637,0.5,0.07715736,0.06382979,0.04822335,0.11827957,0.875,0.63829786
Percentile: 5,0.045454547,0.084070794,0.0,0.16666667,0.05263158,0.040380046,0.062948205,0.0,0.0,0.16336633,0.058091287,0.04761905,0.01724138,0.18181819,0.025641026,0.019672131,0.025974026,0.046153847,0.16666667,0.0
Percentile: 10,0.058333334,0.11983471,0.0,0.22222222,0.06779661,0.06276151,0.09592823,0.0,0.009765625,0.20945945,0.07473309,0.07058824,0.03125,0.25,0.03501094,0.027681662,0.030567685,0.060606062,0.36363637,0.125
Percentile: 15,0.067567565,0.1516035,0.012345679,0.25925925,0.07936508,0.080882356,0.12219451,0.0,0.016601562,0.24242425,0.08805031,0.08955224,0.04347826,0.3,0.04225352,0.03364486,0.03374233,0.07079646,0.42857143,0.21276596
Percentile: 20,0.075,0.18300654,0.017391304,0.2888889,0.08928572,0.097087376,0.14522822,0.0009765625,0.022460938,0.26903552,0.1,0.10714286,0.054347824,0.33333334,0.048311446,0.038639877,0.036303632,0.07936508,0.5,0.27522936
Percentile: 25,0.08163265,0.21172638,0.022988506,0.3137255,0.09836066,0.112280704,0.16666667,0.001953125,0.02734375,0.29268292,0.11111111,0.125,0.06451613,0.36363637,0.053667262,0.04310345,0.038575668,0.08661418,0.5,0.31
Percentile: 30,0.0875,0.2371134,0.028571429,0.33333334,0.106796116,0.12698413,0.18660969,0.00390625,0.033203125,0.3148148,0.12260536,0.14141414,0.07462686,0.4,0.05860806,0.04731861,0.040632054,0.093333334,0.53333336,0.36434108
Percentile: 35,0.092857145,0.25984251,0.03448276,0.35555556,0.11494253,0.14141414,0.20588236,0.0048828125,0.038085938,0.336,0.13419913,0.15827338,0.08450704,0.41666666,0.06329114,0.05140187,0.04255319,0.1,0.625,0.43119267
Percentile: 40,0.09803922,0.28163266,0.040983606,0.375,0.12280702,0.15563506,0.22488585,0.0068359375,0.04296875,0.35652173,0.14619882,0.17525773,0.09411765,0.45454547,0.06786703,0.055467512,0.044444446,0.105882354,0.75,0.4918033
Percentile: 45,0.10309278,0.30363035,0.04761905,0.39240506,0.13084112,0.16981132,0.24401198,0.0087890625,0.047851562,0.37656903,0.15864022,0.19282511,0.103896104,0.46153846,0.0724508,0.059602648,0.046341464,0.11214953,0.75,0.57377046
Percentile: 50,0.10810811,0.3265306,0.05479452,0.4107143,0.1388889,0.18421052,0.26339287,0.0107421875,0.052734375,0.39673913,0.1716418,0.21100917,0.11363637,0.5,0.07715736,0.06382979,0.04822335,0.11827957,0.875,0.63829786
Percentile: 55,0.11340206,0.35080644,0.0625,0.42857143,0.14705883,0.19892474,0.28327402,0.0126953125,0.057617188,0.41758242,0.18518518,0.22988506,0.12396694,0.5,0.08209806,0.06824147,0.050147492,0.125,0.875,0.71428573
Percentile: 60,0.118644066,0.37710437,0.071428575,0.44827586,0.15555556,0.21428572,0.30380952,0.015625,0.0625,0.43939394,0.19953051,0.25,0.13483146,0.53846157,0.08737864,0.072916664,0.0521327,0.13114753,1.0,0.74603176
Percentile: 65,0.12413793,0.40571427,0.08064516,0.4680851,0.16455697,0.23058252,0.3253521,0.018554688,0.068359375,0.4627451,0.2147651,0.2704918,0.14634146,0.5625,0.09311348,0.077922076,0.054263566,0.13821138,1.0,0.78431374
Percentile: 70,0.13043478,0.43609023,0.09090909,0.48979592,0.17475729,0.24813433,0.3484487,0.022460938,0.07519531,0.4883721,0.23140496,0.29333332,0.15873016,0.5833333,0.099516906,0.08342857,0.056572378,0.1459854,1.0,0.8095238
Percentile: 75,0.1369863,0.46813726,0.10377359,0.5119048,0.18604651,0.2674772,0.37383798,0.026367188,0.08203125,0.5170068,0.25,0.31858408,0.1724138,0.61538464,0.10690634,0.089655176,0.0591716,0.15476191,1.0,0.8333333
Percentile: 80,0.1446541,0.5032051,0.11904762,0.53846157,0.2,0.28947368,0.40238544,0.03125,0.09082031,0.55,0.27184466,0.3478261,0.18867925,0.64285713,0.11578947,0.096938774,0.062189054,0.16483517,1.0,0.86440676
Percentile: 85,0.15384616,0.54332554,0.13829787,0.5694444,0.21538462,0.3156682,0.43667862,0.038085938,0.10058594,0.589404,0.29885057,0.38317758,0.20833333,0.6875,0.12711865,0.10595238,0.06593407,0.1779661,1.0,0.91935486
Percentile: 90,0.16666667,0.5897436,0.16666667,0.609375,0.23728813,0.34911242,0.48119858,0.047851562,0.115234375,0.6390244,0.3360324,0.43055555,0.23529412,0.72727275,0.1427848,0.118309855,0.07106599,0.19565217,1.0,0.9375
Percentile: 95,0.18947369,0.64927536,0.21212122,0.6666667,0.2739726,0.39957264,0.5507322,0.06640625,0.140625,0.7068063,0.40151516,0.5048544,0.27868852,0.8,0.16914749,0.13939394,0.07988588,0.22619048,1.0,0.98333335
